seq_name	length	topology	n_genes	genetic_code	plasmid_score	fdr	n_hallmarks	marker_enrichment	conjugation_genes	amr_genes
k127_2261	298	No terminal repeats	1	11	0.9563	NA	0	1.6931	NA	NA
k127_4854	620	No terminal repeats	2	11	0.9561	NA	0	1.7183	NA	NA
k127_3265	288	No terminal repeats	2	11	0.9533	NA	0	1.7183	NA	NA
k127_6829	325	No terminal repeats	1	11	0.9525	NA	0	1.6931	NA	NA
k127_61	279	No terminal repeats	2	11	0.9507	NA	0	1.7183	NA	NA
k127_997	493	No terminal repeats	2	11	0.9506	NA	0	1.7183	NA	NA
k127_1611	327	No terminal repeats	2	11	0.9505	NA	0	1.7183	NA	NA
k127_1593	354	No terminal repeats	1	11	0.9484	NA	1	1.0515	NA	NA
k127_2267	442	No terminal repeats	1	11	0.9466	NA	1	1.6000	NA	NA
k127_1033	898	No terminal repeats	3	11	0.9460	NA	0	1.7183	NA	NA
k127_6303	332	No terminal repeats	1	11	0.9458	NA	0	1.3484	NA	NA
k127_3969	392	No terminal repeats	2	11	0.9450	NA	0	1.4204	NA	NA
k127_3284	289	No terminal repeats	1	11	0.9445	NA	1	1.6000	NA	NA
k127_6820	734	No terminal repeats	3	11	0.9325	NA	0	1.7183	NA	NA
k127_4990	451	No terminal repeats	1	11	0.9300	NA	0	1.4072	NA	NA
k127_6435	506	No terminal repeats	1	11	0.9293	NA	0	0.1776	NA	NA
k127_4360	861	No terminal repeats	2	11	0.9249	NA	0	0.6847	NA	NA
k127_4655	258	No terminal repeats	1	11	0.9201	NA	0	1.4330	NA	NA
k127_3873	833	No terminal repeats	2	11	0.9065	NA	0	1.6657	NA	NA
k127_5756	256	No terminal repeats	1	11	0.9023	NA	0	1.2565	NA	NA
k127_5999	1117	No terminal repeats	3	11	0.8995	NA	0	0.5496	NA	NA
k127_5686	728	No terminal repeats	2	11	0.8974	NA	0	0.8817	NA	NA
k127_5528	249	No terminal repeats	1	11	0.8967	NA	0	1.7054	NA	NA
k127_5627	312	No terminal repeats	1	11	0.8925	NA	0	1.0354	NA	NA
k127_2851	807	No terminal repeats	2	11	0.8905	NA	0	1.6105	NA	NA
k127_3459	558	No terminal repeats	1	11	0.8820	NA	0	1.2314	NA	NA
k127_6661	301	No terminal repeats	1	11	0.8754	NA	0	1.2466	NA	NA
k127_721	407	No terminal repeats	1	11	0.8661	NA	0	1.1904	NA	NA
k127_6413	573	No terminal repeats	2	11	0.8581	NA	0	1.6105	NA	NA
k127_4149	412	No terminal repeats	1	11	0.8565	NA	0	1.5788	NA	NA
k127_1145	227	No terminal repeats	1	11	0.8541	NA	1	1.1720	NA	NA
k127_4736	479	No terminal repeats	1	11	0.8526	NA	0	0.9664	NA	NA
k127_3261	263	No terminal repeats	1	11	0.8502	NA	0	1.2714	NA	NA
k127_4761	287	No terminal repeats	1	11	0.8453	NA	0	1.6165	NA	NA
k127_4926	359	No terminal repeats	1	11	0.8382	NA	0	1.2460	NA	NA
k127_1438	1186	No terminal repeats	3	11	0.8361	NA	0	1.0301	NA	NA
k127_2452	586	No terminal repeats	1	11	0.8245	NA	1	1.2668	NA	NA
k127_579	930	No terminal repeats	2	11	0.8243	NA	0	0.9789	NA	NA
k127_4815	377	No terminal repeats	2	11	0.8072	NA	0	1.7023	NA	NA
k127_2516	637	No terminal repeats	2	11	0.7926	NA	0	1.3777	NA	NA
k127_5518	467	No terminal repeats	1	11	0.7843	NA	0	1.2143	NA	NA
k127_6690	285	No terminal repeats	1	11	0.7842	NA	0	1.1904	NA	NA
k127_5637	596	No terminal repeats	2	11	0.7803	NA	0	1.4636	NA	NA
k127_6604	683	No terminal repeats	1	11	0.7737	NA	0	1.0206	NA	NA
k127_2093	348	No terminal repeats	1	11	0.7700	NA	1	0.9935	T_virB9	NA
k127_6569	484	No terminal repeats	2	11	0.7632	NA	0	1.2143	NA	NA
k127_1900	380	No terminal repeats	2	11	0.7587	NA	0	1.1904	NA	NA
k127_2363	662	No terminal repeats	1	11	0.7401	NA	1	0.9618	NA	NA
k127_3792	277	No terminal repeats	1	11	0.7363	NA	0	0.8360	NA	NA
k127_2750	1983	No terminal repeats	1	11	0.7357	NA	0	1.3109	NA	NA
k127_4036	2102	No terminal repeats	4	11	0.7330	NA	0	0.0000	NA	NA
k127_5425	1043	No terminal repeats	2	11	0.7055	NA	0	0.0000	NA	NA
k127_4975	667	No terminal repeats	2	11	0.6853	NA	0	0.5431	NA	NA
k127_2259	500	No terminal repeats	1	11	0.6842	NA	0	0.8360	NA	NA
k127_5719	246	No terminal repeats	1	11	0.6822	NA	0	0.9053	NA	NA
k127_1948	267	No terminal repeats	2	11	0.6791	NA	0	1.0960	NA	NA
k127_965	496	No terminal repeats	2	11	0.6685	NA	0	0.3222	NA	NA
k127_3042	347	No terminal repeats	1	11	0.6401	NA	0	0.6926	NA	NA
k127_4740	244	No terminal repeats	1	11	0.6393	NA	0	0.9847	NA	NA
k127_3809	353	No terminal repeats	2	11	0.6272	NA	0	0.5736	NA	NA
k127_6539	299	No terminal repeats	1	11	0.6198	NA	0	0.3596	NA	NA
k127_4628	444	No terminal repeats	1	11	0.6185	NA	0	0.0000	NA	NA
k127_5644	409	No terminal repeats	1	11	0.5981	NA	0	1.0491	NA	NA
k127_4057	472	No terminal repeats	1	11	0.5966	NA	0	1.0011	T_virB10	NA
k127_4788	1648	No terminal repeats	1	11	0.5821	NA	0	0.0000	NA	NA
k127_4725	650	No terminal repeats	1	11	0.5775	NA	0	0.0000	NA	NA
k127_784	319	No terminal repeats	1	11	0.5770	NA	0	0.3027	NA	NA
k127_1857	261	No terminal repeats	1	11	0.5766	NA	0	1.0535	NA	NA
k127_3266	568	No terminal repeats	2	11	0.5749	NA	0	0.9978	NA	NA
k127_6955	887	No terminal repeats	2	11	0.5746	NA	0	0.3077	NA	NA
k127_2252	461	No terminal repeats	1	11	0.5724	NA	0	1.3323	NA	NA
k127_441	295	No terminal repeats	1	11	0.5675	NA	0	0.2888	NA	NA
k127_2375	245	No terminal repeats	1	11	0.5616	NA	0	1.0481	NA	NA
k127_5146	785	No terminal repeats	1	11	0.5549	NA	0	0.8311	NA	NA
k127_4955	277	No terminal repeats	1	11	0.5547	NA	0	0.3628	NA	NA
k127_3808	537	No terminal repeats	2	11	0.5546	NA	0	0.2082	NA	NA
k127_609	650	No terminal repeats	2	11	0.5521	NA	0	0.0000	NA	NA
k127_3576	840	No terminal repeats	2	11	0.5516	NA	0	0.0000	NA	NA
k127_3786	297	No terminal repeats	1	11	0.5514	NA	0	0.8257	NA	NA
k127_1273	423	No terminal repeats	1	11	0.5507	NA	0	0.7114	NA	NA
k127_569	917	No terminal repeats	1	11	0.5483	NA	0	0.2483	NA	NA
k127_6672	304	No terminal repeats	1	11	0.5459	NA	0	0.2858	NA	NA
k127_4400	413	No terminal repeats	1	11	0.5432	NA	0	0.3946	NA	NA
k127_6363	319	No terminal repeats	1	11	0.5425	NA	0	0.6744	NA	NA
k127_4185	526	No terminal repeats	2	11	0.5360	NA	0	0.0000	NA	NA
k127_6304	993	No terminal repeats	4	11	0.5300	NA	0	0.0000	NA	NA
k127_674	239	No terminal repeats	1	11	0.5256	NA	0	1.0481	NA	NA
k127_6895	322	No terminal repeats	1	11	0.5226	NA	0	1.3337	NA	NA
k127_6559	996	No terminal repeats	2	11	0.5197	NA	0	0.3885	NA	NA
k127_1386	500	No terminal repeats	1	11	0.5174	NA	0	0.7396	NA	NA
k127_5282	997	No terminal repeats	2	11	0.5171	NA	0	0.0000	NA	NA
k127_6754	969	No terminal repeats	2	11	0.5155	NA	0	0.0000	NA	NA
k127_548	1022	No terminal repeats	4	11	0.5154	NA	0	0.3041	NA	NA
k127_4639	181	No terminal repeats	1	11	0.5131	NA	0	1.0481	NA	NA
k127_833	933	No terminal repeats	1	11	0.5107	NA	0	0.0000	NA	NA
k127_4028	277	No terminal repeats	1	11	0.5103	NA	0	0.5597	NA	NA
k127_5093	283	No terminal repeats	1	11	0.5040	NA	0	0.6901	NA	NA
k127_1230	823	No terminal repeats	1	11	0.5036	NA	0	0.0000	NA	NA
k127_5214	550	No terminal repeats	1	11	0.5017	NA	0	0.0000	NA	NA
k127_657	1764	No terminal repeats	1	11	0.4948	NA	0	0.0000	NA	NA
k127_6450	1677	No terminal repeats	3	11	0.4940	NA	0	0.0000	NA	NA
k127_1784	557	No terminal repeats	1	11	0.4914	NA	0	0.5254	NA	NA
k127_1691	889	No terminal repeats	1	11	0.4866	NA	0	0.7120	NA	NA
k127_3750	422	No terminal repeats	1	11	0.4860	NA	0	0.6926	NA	NA
k127_1151	285	No terminal repeats	1	11	0.4855	NA	0	0.3733	NA	NA
k127_69	558	No terminal repeats	2	11	0.4822	NA	0	0.0000	NA	NA
k127_1933	470	No terminal repeats	1	11	0.4776	NA	0	0.6784	NA	NA
k127_5283	471	No terminal repeats	2	11	0.4746	NA	0	0.7549	NA	NA
k127_285	520	No terminal repeats	2	11	0.4729	NA	0	0.0000	NA	NA
k127_5714	504	No terminal repeats	1	11	0.4727	NA	0	0.0000	NA	NA
k127_153	640	No terminal repeats	1	11	0.4718	NA	0	0.0000	NA	NA
k127_3988	272	No terminal repeats	1	11	0.4711	NA	0	0.6610	NA	NA
k127_904	717	No terminal repeats	2	11	0.4666	NA	0	0.3073	NA	NA
k127_2724	567	No terminal repeats	2	11	0.4645	NA	0	0.0000	NA	NA
k127_324	434	No terminal repeats	1	11	0.4616	NA	0	0.0000	NA	NA
k127_340	433	No terminal repeats	1	11	0.4572	NA	0	0.0000	NA	NA
k127_3532	319	No terminal repeats	1	11	0.4558	NA	0	0.7428	NA	NA
k127_1352	899	No terminal repeats	2	11	0.4517	NA	0	0.0000	NA	NA
k127_3724	635	No terminal repeats	1	11	0.4513	NA	0	0.0000	NA	NA
k127_30	270	No terminal repeats	1	11	0.4506	NA	0	0.2856	NA	NA
k127_5071	665	No terminal repeats	1	11	0.4499	NA	0	0.0000	NA	NA
k127_297	302	No terminal repeats	1	11	0.4491	NA	0	0.0000	NA	NA
k127_6442	965	No terminal repeats	2	11	0.4485	NA	0	0.0000	NA	NA
k127_1888	332	No terminal repeats	1	11	0.4473	NA	0	0.1937	NA	NA
k127_2289	551	No terminal repeats	1	11	0.4453	NA	0	0.0000	NA	NA
k127_2241	456	No terminal repeats	1	11	0.4438	NA	0	0.0000	NA	NA
k127_5240	611	No terminal repeats	2	11	0.4432	NA	0	0.0000	NA	NA
k127_6287	680	No terminal repeats	3	11	0.4416	NA	0	0.0000	NA	NA
k127_2437	640	No terminal repeats	1	11	0.4406	NA	0	0.0000	NA	NA
k127_3393	785	No terminal repeats	1	11	0.4406	NA	0	0.0000	NA	NA
k127_3474	574	No terminal repeats	1	11	0.4389	NA	0	0.0000	NA	NA
k127_5060	1296	No terminal repeats	1	11	0.4387	NA	0	0.0000	NA	NA
k127_6545	374	No terminal repeats	1	11	0.4384	NA	0	0.0000	NA	NA
k127_2882	553	No terminal repeats	1	11	0.4365	NA	0	0.0000	NA	NA
k127_3323	293	No terminal repeats	1	11	0.4365	NA	0	0.0000	NA	NA
k127_6030	566	No terminal repeats	1	11	0.4361	NA	0	0.0000	NA	NA
k127_6764	1263	No terminal repeats	3	11	0.4355	NA	0	0.0000	NA	NA
k127_5757	763	No terminal repeats	2	11	0.4346	NA	0	0.0000	NA	NA
k127_1920	398	No terminal repeats	1	11	0.4340	NA	0	0.8439	NA	NA
k127_806	301	No terminal repeats	1	11	0.4316	NA	0	0.0000	NA	NA
k127_3893	591	No terminal repeats	1	11	0.4308	NA	0	0.0000	NA	NA
k127_5699	687	No terminal repeats	2	11	0.4303	NA	0	0.0000	NA	NA
k127_2700	697	No terminal repeats	2	11	0.4299	NA	0	0.0000	NA	NA
k127_1596	374	No terminal repeats	1	4	0.4278	NA	0	0.0000	NA	NA
k127_5149	635	No terminal repeats	1	11	0.4269	NA	0	0.0000	NA	NA
k127_6227	574	No terminal repeats	1	11	0.4267	NA	0	0.0000	NA	NA
k127_5763	493	No terminal repeats	1	11	0.4250	NA	0	0.0000	NA	NA
k127_5563	424	No terminal repeats	2	11	0.4231	NA	0	0.0000	NA	NA
k127_5615	414	No terminal repeats	2	11	0.4229	NA	0	0.0000	NA	NA
k127_589	1191	No terminal repeats	2	11	0.4218	NA	0	0.0000	NA	NA
k127_6276	904	No terminal repeats	2	11	0.4183	NA	0	0.0000	NA	NA
k127_1974	389	No terminal repeats	2	11	0.4174	NA	0	0.0000	NA	NA
k127_4971	477	No terminal repeats	1	11	0.4169	NA	0	0.0000	NA	NA
k127_2891	654	No terminal repeats	1	11	0.4165	NA	0	0.0000	NA	NA
k127_3081	551	No terminal repeats	2	11	0.4159	NA	0	0.0000	NA	NA
k127_5372	301	No terminal repeats	1	11	0.4152	NA	0	0.0000	NA	NA
k127_6020	319	No terminal repeats	1	11	0.4131	NA	0	0.0000	NA	NA
k127_1828	670	No terminal repeats	1	11	0.4112	NA	0	0.0000	NA	NA
k127_739	623	No terminal repeats	1	11	0.4098	NA	0	0.0000	NA	NA
k127_167	565	No terminal repeats	1	11	0.4089	NA	0	0.0000	NA	NA
k127_1934	322	No terminal repeats	2	11	0.4072	NA	0	0.0000	NA	NA
k127_3285	578	No terminal repeats	2	11	0.4059	NA	0	0.0000	NA	NA
k127_4239	412	No terminal repeats	2	11	0.4057	NA	0	0.0000	NA	NA
k127_4526	335	No terminal repeats	1	11	0.4040	NA	0	0.0000	NA	NA
k127_6188	544	No terminal repeats	1	11	0.4035	NA	0	0.0000	NA	NA
k127_5818	415	No terminal repeats	1	11	0.4030	NA	0	0.0000	NA	NA
k127_4204	655	No terminal repeats	1	11	0.4016	NA	0	0.0000	NA	NA
k127_4384	655	No terminal repeats	1	11	0.3992	NA	0	0.0000	NA	NA
k127_5154	433	No terminal repeats	1	11	0.3981	NA	0	0.0000	NA	NA
k127_4368	612	No terminal repeats	2	11	0.3980	NA	0	0.0000	NA	NA
k127_2036	301	No terminal repeats	1	11	0.3945	NA	0	0.0000	NA	NA
k127_564	301	No terminal repeats	2	11	0.3932	NA	0	0.0000	NA	NA
k127_4249	486	No terminal repeats	1	11	0.3930	NA	0	0.0000	NA	NA
k127_1045	679	No terminal repeats	1	11	0.3921	NA	0	0.0000	NA	NA
k127_4856	467	No terminal repeats	2	11	0.3908	NA	0	0.0000	NA	NA
k127_332	1363	No terminal repeats	2	11	0.3899	NA	0	0.0000	NA	NA
k127_4433	519	No terminal repeats	2	11	0.3871	NA	0	0.0000	NA	NA
k127_3194	502	No terminal repeats	1	11	0.3845	NA	0	0.0000	NA	NA
k127_6935	877	No terminal repeats	2	11	0.3843	NA	0	0.0000	NA	NA
k127_5158	261	No terminal repeats	1	11	0.3817	NA	0	0.0000	NA	NA
k127_5136	598	No terminal repeats	1	11	0.3808	NA	0	0.0000	NA	NA
k127_2623	623	No terminal repeats	1	11	0.3787	NA	0	0.0000	NA	NA
k127_4046	576	No terminal repeats	1	11	0.3784	NA	0	0.0000	NA	NA
k127_5668	724	No terminal repeats	1	11	0.3783	NA	0	0.0000	NA	NA
k127_3983	493	No terminal repeats	2	11	0.3770	NA	0	0.0000	NA	NA
k127_1056	301	No terminal repeats	1	11	0.3730	NA	0	0.0000	NA	NA
k127_4025	457	No terminal repeats	1	11	0.3717	NA	0	0.0000	NA	NA
k127_815	449	No terminal repeats	2	11	0.3700	NA	0	0.0000	NA	NA
k127_1761	484	No terminal repeats	1	11	0.3693	NA	0	0.0000	NA	NA
k127_6556	663	No terminal repeats	1	11	0.3688	NA	0	0.0000	NA	NA
k127_4240	374	No terminal repeats	1	11	0.3686	NA	0	0.0000	NA	NA
k127_2718	540	No terminal repeats	1	11	0.3684	NA	0	0.0000	NA	NA
k127_523	577	No terminal repeats	1	11	0.3684	NA	0	0.0000	NA	NA
k127_5439	479	No terminal repeats	2	11	0.3644	NA	0	0.0000	NA	NA
k127_3030	503	No terminal repeats	1	11	0.3625	NA	0	0.0000	NA	NA
k127_3796	480	No terminal repeats	1	11	0.3617	NA	0	0.0000	NA	NA
k127_6706	321	No terminal repeats	2	11	0.3610	NA	0	0.0000	NA	NA
k127_3341	351	No terminal repeats	1	11	0.3603	NA	0	0.0000	NA	NA
k127_3479	273	No terminal repeats	1	11	0.3579	NA	0	0.0000	NA	NA
k127_4293	274	No terminal repeats	1	11	0.3565	NA	0	0.0000	NA	NA
k127_5169	560	No terminal repeats	1	11	0.3552	NA	0	0.0000	NA	NA
k127_5807	299	No terminal repeats	2	11	0.3542	NA	0	0.0000	NA	NA
k127_1799	269	No terminal repeats	1	11	0.3540	NA	0	0.0000	NA	NA
k127_2816	530	No terminal repeats	1	11	0.3504	NA	0	0.0000	NA	NA
k127_5371	750	No terminal repeats	1	11	0.3491	NA	0	0.0000	NA	NA
k127_6133	425	No terminal repeats	1	11	0.3479	NA	0	0.0000	NA	NA
k127_1057	298	No terminal repeats	1	11	0.3471	NA	0	0.0000	NA	NA
k127_5944	629	No terminal repeats	1	11	0.3467	NA	0	0.0000	NA	NA
k127_296	469	No terminal repeats	1	11	0.3459	NA	0	0.0000	NA	NA
k127_1497	885	No terminal repeats	2	11	0.3409	NA	0	0.0000	NA	NA
