seq_name	length	topology	n_genes	genetic_code	plasmid_score	fdr	n_hallmarks	marker_enrichment	conjugation_genes	amr_genes
k127_8354	491	No terminal repeats	1	11	0.8260	NA	0	0.8754	NA	NA
k127_57858	1348	No terminal repeats	3	11	0.8226	NA	0	0.0000	NA	NA
k127_189	301	No terminal repeats	1	11	0.8122	NA	0	0.4357	NA	NA
k127_43407	375	No terminal repeats	1	11	0.8077	NA	0	1.1742	NA	NA
k127_28525	301	No terminal repeats	1	11	0.8066	NA	1	1.2758	G_tfc24	NA
k127_60556	896	No terminal repeats	3	11	0.7929	NA	0	0.0000	NA	NA
k127_96736	299	No terminal repeats	1	11	0.7864	NA	0	0.0000	NA	NA
k127_25229	407	No terminal repeats	1	11	0.7864	NA	0	1.2661	NA	NA
k127_23296	298	No terminal repeats	1	11	0.7863	NA	0	0.0000	NA	NA
k127_38766	295	No terminal repeats	1	11	0.7857	NA	0	0.0000	NA	NA
k127_64122	1559	No terminal repeats	3	11	0.7779	NA	0	0.0000	NA	NA
k127_102379	299	No terminal repeats	2	11	0.7757	NA	0	0.0000	NA	NA
k127_26092	299	No terminal repeats	1	11	0.7749	NA	0	0.0000	NA	NA
k127_13762	1910	No terminal repeats	4	11	0.7745	NA	0	0.0000	NA	NA
k127_75563	301	No terminal repeats	2	11	0.7740	NA	1	1.5622	NA	NA
k127_69791	298	No terminal repeats	1	11	0.7724	NA	0	0.0000	NA	NA
k127_6629	300	No terminal repeats	1	11	0.7724	NA	0	0.0000	NA	NA
k127_26503	299	No terminal repeats	1	11	0.7678	NA	0	0.0000	NA	NA
k127_74950	367	No terminal repeats	1	11	0.7668	NA	0	1.4320	NA	NA
k127_50497	299	No terminal repeats	1	11	0.7658	NA	0	0.0000	NA	NA
k127_80469	301	No terminal repeats	1	11	0.7654	NA	0	0.0000	NA	NA
k127_57302	300	No terminal repeats	1	11	0.7635	NA	0	0.0000	NA	NA
k127_6242	601	No terminal repeats	2	11	0.7613	NA	0	0.0000	NA	NA
k127_83407	293	No terminal repeats	1	11	0.7588	NA	0	0.0000	NA	NA
k127_106561	460	DTR	1	11	0.7587	NA	0	0.0000	NA	NA
k127_77223	265	No terminal repeats	2	11	0.7577	NA	0	1.1723	NA	NA
k127_75942	300	No terminal repeats	1	11	0.7571	NA	0	0.0000	NA	NA
k127_18925	300	No terminal repeats	1	11	0.7570	NA	0	0.0000	NA	NA
k127_21352	301	No terminal repeats	1	11	0.7567	NA	0	0.0000	NA	NA
k127_36887	300	No terminal repeats	1	11	0.7564	NA	0	0.0000	NA	NA
k127_34103	300	No terminal repeats	1	11	0.7554	NA	0	0.0000	NA	NA
k127_50195	301	No terminal repeats	1	11	0.7554	NA	0	0.0000	NA	NA
k127_105446	301	No terminal repeats	1	11	0.7553	NA	0	0.0000	NA	NA
k127_1737	296	No terminal repeats	1	11	0.7548	NA	0	0.0000	NA	NA
k127_103389	298	No terminal repeats	1	11	0.7548	NA	0	0.0000	NA	NA
k127_5517	298	No terminal repeats	1	11	0.7533	NA	0	0.0000	NA	NA
k127_31495	301	No terminal repeats	1	11	0.7530	NA	0	0.0000	NA	NA
k127_34979	300	No terminal repeats	1	11	0.7520	NA	0	0.0000	NA	NA
k127_36306	301	No terminal repeats	1	11	0.7517	NA	0	0.0000	NA	NA
k127_24962	301	No terminal repeats	1	11	0.7516	NA	0	1.4337	NA	NA
k127_64788	300	No terminal repeats	1	11	0.7510	NA	0	1.0836	NA	NA
k127_101687	301	No terminal repeats	1	11	0.7509	NA	0	0.0000	NA	NA
k127_66747	300	No terminal repeats	1	11	0.7504	NA	0	0.0000	NA	NA
k127_69654	300	No terminal repeats	2	11	0.7495	NA	0	0.0000	NA	NA
k127_23320	299	No terminal repeats	1	11	0.7483	NA	0	0.0000	NA	NA
k127_29036	699	No terminal repeats	2	11	0.7480	NA	0	0.0000	NA	NA
k127_77142	300	No terminal repeats	1	11	0.7444	NA	0	0.0000	NA	NA
k127_66665	265	No terminal repeats	1	11	0.7440	NA	0	0.0000	NA	NA
k127_40507	296	No terminal repeats	1	11	0.7438	NA	0	0.0000	NA	NA
k127_23400	301	No terminal repeats	1	11	0.7434	NA	0	0.0000	NA	NA
k127_63389	300	No terminal repeats	1	11	0.7429	NA	0	0.0000	NA	NA
k127_92598	293	No terminal repeats	1	11	0.7419	NA	0	0.0000	NA	NA
k127_72215	297	No terminal repeats	1	11	0.7415	NA	0	0.0000	NA	NA
k127_64127	1392	No terminal repeats	2	11	0.7415	NA	0	0.0000	NA	NA
k127_60877	301	No terminal repeats	1	11	0.7413	NA	0	0.0000	NA	NA
k127_26217	409	No terminal repeats	1	11	0.7396	NA	0	0.0000	NA	NA
k127_19457	300	No terminal repeats	1	11	0.7392	NA	0	0.0000	NA	NA
k127_3742	299	No terminal repeats	1	11	0.7391	NA	0	0.0000	NA	NA
k127_77172	301	No terminal repeats	1	11	0.7384	NA	0	0.0000	NA	NA
k127_66629	299	No terminal repeats	1	11	0.7384	NA	0	0.0000	NA	NA
k127_42211	297	No terminal repeats	1	11	0.7380	NA	0	0.0000	NA	NA
k127_83675	298	No terminal repeats	1	11	0.7376	NA	0	0.0000	NA	NA
k127_76526	300	No terminal repeats	1	11	0.7360	NA	0	0.0000	NA	NA
k127_401	299	No terminal repeats	1	11	0.7352	NA	0	0.0000	NA	NA
k127_74730	301	No terminal repeats	1	11	0.7347	NA	0	0.0000	NA	NA
k127_60810	300	No terminal repeats	1	11	0.7344	NA	0	0.0000	NA	NA
k127_42004	301	No terminal repeats	1	11	0.7343	NA	0	0.0000	NA	NA
k127_79829	269	No terminal repeats	1	11	0.7342	NA	0	0.0000	NA	NA
k127_77110	297	No terminal repeats	1	11	0.7339	NA	0	0.0000	NA	NA
k127_49967	300	No terminal repeats	1	11	0.7339	NA	0	0.0000	NA	NA
k127_81698	295	No terminal repeats	1	11	0.7336	NA	0	0.0000	NA	NA
k127_97865	300	No terminal repeats	1	11	0.7327	NA	0	0.0000	NA	NA
k127_77517	299	No terminal repeats	1	11	0.7324	NA	0	0.0000	NA	NA
k127_45095	299	No terminal repeats	1	11	0.7324	NA	0	0.0000	NA	NA
k127_76698	300	No terminal repeats	1	11	0.7315	NA	0	0.0000	NA	NA
k127_48352	746	No terminal repeats	1	11	0.7314	NA	0	0.0000	NA	NA
k127_57532	1098	No terminal repeats	2	11	0.7313	NA	0	0.0000	NA	NA
k127_40368	297	No terminal repeats	1	11	0.7312	NA	0	0.0000	NA	NA
k127_100269	300	No terminal repeats	1	11	0.7310	NA	0	0.0000	NA	NA
k127_21067	301	No terminal repeats	1	11	0.7310	NA	0	0.0000	NA	NA
k127_54913	300	No terminal repeats	1	11	0.7294	NA	0	0.0000	NA	NA
k127_59987	296	No terminal repeats	1	11	0.7284	NA	0	1.2661	NA	NA
k127_65653	301	No terminal repeats	1	11	0.7277	NA	0	0.0000	NA	NA
k127_77652	300	No terminal repeats	1	11	0.7275	NA	0	0.0000	NA	NA
k127_62771	301	No terminal repeats	1	11	0.7274	NA	0	0.0000	NA	NA
k127_31587	282	No terminal repeats	1	11	0.7273	NA	0	0.0000	NA	NA
k127_77309	301	No terminal repeats	2	11	0.7269	NA	0	0.0000	NA	NA
k127_96817	300	No terminal repeats	1	11	0.7262	NA	0	0.0000	NA	NA
k127_13023	301	No terminal repeats	1	11	0.7256	NA	0	0.0000	NA	NA
k127_76503	295	No terminal repeats	1	11	0.7254	NA	0	0.0000	NA	NA
k127_92573	299	No terminal repeats	1	11	0.7253	NA	0	0.0000	NA	NA
k127_92694	296	No terminal repeats	1	11	0.7251	NA	0	0.9600	NA	NA
k127_105183	301	No terminal repeats	1	11	0.7249	NA	0	0.0000	NA	NA
k127_52969	300	No terminal repeats	1	11	0.7247	NA	0	0.0000	NA	NA
k127_80052	300	No terminal repeats	1	11	0.7247	NA	0	0.0000	NA	NA
k127_15472	300	No terminal repeats	1	11	0.7246	NA	0	0.0000	NA	NA
k127_93692	300	No terminal repeats	1	11	0.7231	NA	0	0.0000	NA	NA
k127_11449	300	No terminal repeats	1	11	0.7226	NA	0	0.0000	NA	NA
k127_57587	1147	No terminal repeats	3	11	0.7225	NA	0	0.0000	NA	NA
k127_71028	293	No terminal repeats	1	11	0.7224	NA	0	0.0000	NA	NA
k127_71493	300	No terminal repeats	1	11	0.7224	NA	0	0.0000	NA	NA
k127_61251	268	No terminal repeats	1	11	0.7219	NA	0	0.0000	NA	NA
k127_90036	301	No terminal repeats	1	11	0.7217	NA	0	0.0000	NA	NA
k127_73802	296	No terminal repeats	1	11	0.7215	NA	0	0.0000	NA	NA
k127_9434	300	No terminal repeats	1	11	0.7213	NA	0	0.9053	NA	NA
k127_85184	298	No terminal repeats	1	11	0.7208	NA	0	0.0000	NA	NA
k127_22551	291	No terminal repeats	1	11	0.7205	NA	0	0.0000	NA	NA
k127_7140	299	No terminal repeats	1	11	0.7205	NA	0	0.0000	NA	NA
k127_75989	300	No terminal repeats	1	11	0.7201	NA	0	0.0000	NA	NA
k127_1197	1005	No terminal repeats	3	11	0.7200	NA	0	0.0000	NA	NA
k127_20105	287	No terminal repeats	1	11	0.7198	NA	0	0.0000	NA	NA
k127_2462	300	No terminal repeats	1	11	0.7194	NA	0	0.0000	NA	NA
k127_71199	298	No terminal repeats	1	11	0.7193	NA	0	0.0000	NA	NA
k127_62939	301	No terminal repeats	1	11	0.7193	NA	0	0.0000	NA	NA
k127_34136	298	No terminal repeats	1	11	0.7192	NA	0	0.0000	NA	NA
k127_11180	272	No terminal repeats	1	11	0.7192	NA	0	0.0000	NA	NA
k127_75627	299	No terminal repeats	1	11	0.7187	NA	0	0.0000	NA	NA
k127_100576	300	No terminal repeats	1	11	0.7185	NA	0	0.0000	NA	NA
k127_105022	301	No terminal repeats	1	11	0.7184	NA	0	0.0000	NA	NA
k127_6941	301	No terminal repeats	1	11	0.7184	NA	0	0.0000	NA	NA
k127_64634	301	No terminal repeats	1	11	0.7182	NA	0	0.0000	NA	NA
k127_66334	301	No terminal repeats	1	11	0.7182	NA	0	1.2661	NA	NA
k127_20304	300	No terminal repeats	1	11	0.7182	NA	0	0.0000	NA	NA
k127_63579	953	No terminal repeats	2	11	0.7180	NA	0	0.0000	NA	NA
k127_92008	269	No terminal repeats	1	11	0.7180	NA	0	0.0000	NA	NA
k127_90179	301	No terminal repeats	1	11	0.7174	NA	0	0.0000	NA	NA
k127_31690	288	No terminal repeats	1	11	0.7172	NA	0	0.0000	NA	NA
k127_1950	300	No terminal repeats	1	11	0.7168	NA	0	0.0000	NA	NA
k127_34383	298	No terminal repeats	1	11	0.7164	NA	0	0.0000	NA	NA
k127_67832	300	No terminal repeats	1	11	0.7160	NA	0	0.0000	NA	NA
k127_57793	258	No terminal repeats	1	11	0.7153	NA	0	0.7741	NA	NA
k127_75659	301	No terminal repeats	1	11	0.7149	NA	0	0.0000	NA	NA
k127_2970	291	No terminal repeats	1	11	0.7147	NA	0	0.0000	NA	NA
k127_63338	291	No terminal repeats	1	11	0.7138	NA	0	0.0000	NA	NA
k127_31225	286	No terminal repeats	1	11	0.7136	NA	0	0.0000	NA	NA
k127_68542	267	No terminal repeats	1	11	0.7134	NA	0	0.0000	NA	NA
k127_94004	301	No terminal repeats	1	11	0.7132	NA	0	0.0000	NA	NA
k127_70899	300	No terminal repeats	1	11	0.7122	NA	0	0.0000	NA	NA
k127_99024	291	No terminal repeats	1	11	0.7117	NA	0	0.0000	NA	NA
k127_66701	297	No terminal repeats	1	11	0.7117	NA	0	0.0000	NA	NA
k127_32295	301	No terminal repeats	1	11	0.7113	NA	0	0.0000	NA	NA
k127_88647	285	No terminal repeats	1	11	0.7110	NA	0	0.0000	NA	NA
k127_102428	299	No terminal repeats	1	11	0.7110	NA	0	0.0000	NA	NA
k127_19743	301	No terminal repeats	1	11	0.7108	NA	0	0.0000	NA	NA
k127_36735	517	No terminal repeats	1	11	0.7102	NA	1	1.1275	NA	NA
k127_23118	300	No terminal repeats	1	11	0.7099	NA	0	0.0000	NA	NA
k127_79821	300	No terminal repeats	1	11	0.7093	NA	0	0.0000	NA	NA
k127_21391	300	No terminal repeats	1	11	0.7090	NA	0	0.0000	NA	NA
k127_65947	554	No terminal repeats	3	11	0.7087	NA	0	0.0000	NA	NA
k127_36082	301	No terminal repeats	1	11	0.7085	NA	0	0.0000	NA	NA
k127_42894	296	No terminal repeats	1	11	0.7083	NA	0	0.0000	NA	NA
k127_4223	300	No terminal repeats	1	11	0.7073	NA	0	0.0000	NA	NA
k127_22437	296	No terminal repeats	1	11	0.7072	NA	0	0.0000	NA	NA
k127_18771	300	No terminal repeats	1	11	0.7064	NA	0	0.0000	NA	NA
k127_7348	243	No terminal repeats	1	11	0.7064	NA	0	0.0000	NA	NA
k127_41825	294	No terminal repeats	1	11	0.7064	NA	0	0.0000	NA	NA
k127_57339	298	No terminal repeats	1	11	0.7060	NA	0	0.0000	NA	NA
k127_78294	300	No terminal repeats	1	11	0.7054	NA	0	0.0000	NA	NA
k127_2369	299	No terminal repeats	1	11	0.7050	NA	0	0.0000	NA	NA
k127_33546	301	No terminal repeats	2	11	0.7047	NA	0	1.1410	NA	NA
k127_100924	682	No terminal repeats	2	11	0.7044	NA	0	0.0000	NA	NA
k127_74955	300	No terminal repeats	1	11	0.7043	NA	0	0.0000	NA	NA
k127_22786	356	No terminal repeats	1	11	0.7043	NA	1	1.0106	NA	NA
k127_44144	300	No terminal repeats	1	11	0.7043	NA	0	0.0000	NA	NA
k127_72216	301	No terminal repeats	1	11	0.7039	NA	0	0.0000	NA	NA
k127_54887	300	No terminal repeats	1	11	0.7039	NA	0	0.0000	NA	NA
k127_82904	301	No terminal repeats	1	11	0.7038	NA	0	0.0000	NA	NA
k127_28928	301	No terminal repeats	1	11	0.7034	NA	0	0.0000	NA	NA
k127_32260	301	No terminal repeats	1	11	0.7031	NA	0	0.0000	NA	NA
k127_83331	1348	No terminal repeats	2	11	0.7028	NA	0	0.0000	NA	NA
k127_66717	299	No terminal repeats	1	11	0.7028	NA	0	0.0000	NA	NA
k127_36097	301	No terminal repeats	1	11	0.7028	NA	0	0.0000	NA	NA
k127_35545	1253	No terminal repeats	1	11	0.7027	NA	0	0.0000	NA	NA
k127_83203	299	No terminal repeats	1	11	0.7027	NA	0	0.0000	NA	NA
k127_32466	297	No terminal repeats	1	11	0.7023	NA	0	0.0000	NA	NA
k127_13518	300	No terminal repeats	1	11	0.7016	NA	0	0.0000	NA	NA
k127_103514	301	No terminal repeats	2	11	0.7012	NA	0	0.0000	NA	NA
k127_13777	299	No terminal repeats	1	11	0.7012	NA	0	0.0000	NA	NA
k127_66527	298	No terminal repeats	1	11	0.7011	NA	0	0.0000	NA	NA
k127_93485	300	No terminal repeats	1	11	0.7010	NA	0	0.0000	NA	NA
k127_8418	485	No terminal repeats	1	11	0.7009	NA	1	0.9746	T_virB10	NA
k127_35061	301	No terminal repeats	1	11	0.7006	NA	0	0.0000	NA	NA
k127_66302	252	No terminal repeats	1	11	0.7003	NA	0	0.0000	NA	NA
k127_5945	294	No terminal repeats	1	11	0.7002	NA	0	0.0000	NA	NA
k127_77534	301	No terminal repeats	1	11	0.6997	NA	0	0.0000	NA	NA
k127_63741	749	No terminal repeats	2	11	0.6992	NA	0	0.0000	NA	NA
k127_37823	789	No terminal repeats	2	11	0.6989	NA	0	0.0000	NA	NA
k127_55229	291	No terminal repeats	1	11	0.6985	NA	0	0.0000	NA	NA
k127_27018	300	No terminal repeats	1	11	0.6981	NA	0	0.0000	NA	NA
k127_66427	297	No terminal repeats	1	11	0.6979	NA	0	0.0000	NA	NA
k127_87850	301	No terminal repeats	1	11	0.6975	NA	0	0.6240	NA	NA
k127_67054	299	No terminal repeats	1	11	0.6970	NA	0	0.0000	NA	NA
k127_76012	301	No terminal repeats	1	11	0.6969	NA	0	0.0000	NA	NA
k127_77557	300	No terminal repeats	1	11	0.6967	NA	0	0.0000	NA	NA
k127_17340	300	No terminal repeats	1	11	0.6965	NA	0	0.0000	NA	NA
k127_80495	301	No terminal repeats	1	11	0.6953	NA	0	0.0000	NA	NA
k127_10234	299	No terminal repeats	1	11	0.6953	NA	0	0.0000	NA	NA
k127_71165	301	No terminal repeats	1	11	0.6947	NA	0	0.0000	NA	NA
k127_5134	299	No terminal repeats	1	11	0.6944	NA	0	0.0000	NA	NA
k127_43683	294	No terminal repeats	1	11	0.6938	NA	0	0.0000	NA	NA
k127_68894	300	No terminal repeats	1	11	0.6934	NA	0	0.0000	NA	NA
k127_61930	299	No terminal repeats	1	11	0.6933	NA	0	0.0000	NA	NA
k127_95729	298	No terminal repeats	1	11	0.6929	NA	0	0.0000	NA	NA
k127_3778	293	No terminal repeats	1	11	0.6928	NA	0	0.0000	NA	NA
k127_23650	300	No terminal repeats	1	11	0.6926	NA	0	0.0000	NA	NA
k127_594	298	No terminal repeats	1	11	0.6925	NA	0	0.0000	NA	NA
k127_91786	272	No terminal repeats	1	11	0.6925	NA	0	0.0000	NA	NA
k127_105048	299	No terminal repeats	1	11	0.6919	NA	0	0.0000	NA	NA
k127_78321	301	No terminal repeats	1	11	0.6918	NA	0	0.0000	NA	NA
k127_65940	298	No terminal repeats	1	11	0.6914	NA	0	0.0000	NA	NA
k127_78462	301	No terminal repeats	1	11	0.6904	NA	0	0.0000	NA	NA
k127_32536	301	No terminal repeats	1	11	0.6900	NA	0	0.0000	NA	NA
k127_87890	300	No terminal repeats	1	11	0.6899	NA	0	0.0000	NA	NA
k127_34273	301	No terminal repeats	1	11	0.6897	NA	0	0.0000	NA	NA
k127_53395	300	No terminal repeats	1	11	0.6896	NA	0	0.0000	NA	NA
k127_6293	654	No terminal repeats	1	11	0.6890	NA	0	0.0000	NA	NA
k127_37671	297	No terminal repeats	1	11	0.6889	NA	0	0.0000	NA	NA
k127_79846	298	No terminal repeats	1	11	0.6889	NA	0	0.0000	NA	NA
k127_5401	300	No terminal repeats	1	11	0.6888	NA	0	0.0000	NA	NA
k127_16191	292	No terminal repeats	1	11	0.6883	NA	0	0.0000	NA	NA
k127_70812	301	No terminal repeats	1	11	0.6883	NA	0	0.0000	NA	NA
k127_94435	301	No terminal repeats	1	11	0.6882	NA	0	0.0000	NA	NA
k127_75436	300	No terminal repeats	1	11	0.6876	NA	0	0.0000	NA	NA
k127_41668	301	No terminal repeats	1	11	0.6872	NA	0	0.0000	NA	NA
k127_23627	300	No terminal repeats	1	11	0.6866	NA	0	0.4869	NA	NA
k127_36223	554	No terminal repeats	1	11	0.6865	NA	0	0.0000	NA	NA
k127_21224	296	No terminal repeats	1	11	0.6865	NA	0	0.0000	NA	NA
k127_1206	298	No terminal repeats	1	11	0.6860	NA	0	0.0000	NA	NA
k127_12341	299	No terminal repeats	1	11	0.6859	NA	0	0.0000	NA	NA
k127_81034	300	No terminal repeats	1	11	0.6858	NA	0	0.0000	NA	NA
k127_61964	300	No terminal repeats	1	11	0.6858	NA	0	0.0000	NA	NA
k127_4404	299	No terminal repeats	1	11	0.6857	NA	0	0.0000	NA	NA
k127_27309	788	No terminal repeats	3	11	0.6856	NA	0	0.0000	NA	NA
k127_94405	298	No terminal repeats	1	11	0.6855	NA	0	0.0000	NA	NA
k127_75987	300	No terminal repeats	1	11	0.6851	NA	0	0.0000	NA	NA
k127_105206	300	No terminal repeats	1	11	0.6851	NA	0	0.0000	NA	NA
k127_89424	301	No terminal repeats	1	11	0.6851	NA	0	0.0000	NA	NA
k127_81772	300	No terminal repeats	1	11	0.6847	NA	0	0.0000	NA	NA
k127_91073	295	No terminal repeats	1	11	0.6844	NA	0	0.0000	NA	NA
k127_77315	301	No terminal repeats	1	11	0.6840	NA	0	0.0000	NA	NA
k127_18627	255	No terminal repeats	1	11	0.6830	NA	0	0.0000	NA	NA
k127_16413	301	No terminal repeats	1	11	0.6830	NA	0	0.0000	NA	NA
k127_54946	298	No terminal repeats	1	11	0.6828	NA	0	0.0000	NA	NA
k127_42978	300	No terminal repeats	1	11	0.6828	NA	0	0.0000	NA	NA
k127_100722	301	No terminal repeats	1	11	0.6826	NA	0	0.0000	NA	NA
k127_86611	843	No terminal repeats	2	11	0.6825	NA	0	0.0000	NA	NA
k127_47894	995	No terminal repeats	4	11	0.6823	NA	0	1.3514	NA	NA
k127_31788	300	No terminal repeats	1	11	0.6818	NA	0	0.0000	NA	NA
k127_68359	273	No terminal repeats	1	11	0.6818	NA	0	0.0000	NA	NA
k127_64171	300	No terminal repeats	1	11	0.6817	NA	0	0.0000	NA	NA
k127_90141	299	No terminal repeats	1	11	0.6814	NA	0	0.0000	NA	NA
k127_43127	298	No terminal repeats	1	11	0.6812	NA	0	0.0000	NA	NA
k127_91460	301	No terminal repeats	1	11	0.6812	NA	0	1.0805	NA	NA
k127_103141	1691	No terminal repeats	4	11	0.6809	NA	0	0.0000	NA	NA
k127_62947	295	No terminal repeats	1	11	0.6804	NA	0	0.0000	NA	NA
k127_64885	301	No terminal repeats	1	11	0.6804	NA	0	0.0000	NA	NA
k127_76510	424	No terminal repeats	1	11	0.6804	NA	0	0.8029	NA	NA
k127_57190	554	No terminal repeats	1	11	0.6802	NA	0	0.0000	NA	NA
k127_99329	1024	No terminal repeats	3	11	0.6792	NA	0	0.0000	NA	NA
k127_93418	290	No terminal repeats	1	11	0.6788	NA	0	0.0000	NA	NA
k127_67550	301	No terminal repeats	1	11	0.6787	NA	0	0.0000	NA	NA
k127_69440	678	No terminal repeats	1	11	0.6786	NA	0	0.0000	NA	NA
k127_76427	300	No terminal repeats	1	11	0.6785	NA	0	0.0000	NA	NA
k127_99436	292	No terminal repeats	1	11	0.6774	NA	0	0.0000	NA	NA
k127_321	299	No terminal repeats	1	11	0.6770	NA	0	0.0000	NA	NA
k127_76708	300	No terminal repeats	1	11	0.6768	NA	0	0.0000	NA	NA
k127_90715	299	No terminal repeats	1	11	0.6768	NA	0	0.0000	NA	NA
k127_53	301	No terminal repeats	2	11	0.6767	NA	0	0.0000	NA	NA
k127_36050	297	No terminal repeats	1	11	0.6762	NA	0	0.0000	NA	NA
k127_61286	301	No terminal repeats	1	11	0.6762	NA	0	0.0000	NA	NA
k127_59026	342	No terminal repeats	1	11	0.6762	NA	0	1.1425	NA	NA
k127_3192	300	No terminal repeats	1	11	0.6760	NA	0	0.0000	NA	NA
k127_7440	301	No terminal repeats	1	11	0.6759	NA	0	0.0000	NA	NA
k127_44178	301	No terminal repeats	1	11	0.6757	NA	0	0.0000	NA	NA
k127_55412	301	No terminal repeats	1	11	0.6755	NA	0	0.0000	NA	NA
k127_18657	300	No terminal repeats	1	11	0.6755	NA	0	0.0000	NA	NA
k127_15665	301	No terminal repeats	1	11	0.6754	NA	0	0.0000	NA	NA
k127_22301	298	No terminal repeats	1	11	0.6753	NA	0	0.0000	NA	NA
k127_30580	807	No terminal repeats	2	11	0.6748	NA	0	0.0000	NA	NA
k127_73194	281	No terminal repeats	1	11	0.6746	NA	0	0.0000	NA	NA
k127_65781	525	No terminal repeats	1	11	0.6745	NA	0	1.3376	NA	NA
k127_61995	288	No terminal repeats	1	11	0.6737	NA	0	0.0000	NA	NA
k127_79784	300	No terminal repeats	1	11	0.6736	NA	0	0.0000	NA	NA
k127_2333	301	No terminal repeats	1	11	0.6732	NA	0	0.0000	NA	NA
k127_46787	767	No terminal repeats	3	11	0.6727	NA	0	0.0000	NA	NA
k127_67863	300	No terminal repeats	1	11	0.6724	NA	0	0.0000	NA	NA
k127_70566	2357	No terminal repeats	6	11	0.6724	NA	0	0.0000	NA	NA
k127_74466	300	No terminal repeats	1	11	0.6724	NA	0	0.0000	NA	NA
