seq_name	length	topology	n_genes	genetic_code	plasmid_score	fdr	n_hallmarks	marker_enrichment	conjugation_genes	amr_genes
k127_33880	514	No terminal repeats	3	11	0.6071	NA	0	0.0000	NA	NA
k127_11353	301	No terminal repeats	1	11	0.5877	NA	0	0.7516	NA	NA
k127_16000	417	No terminal repeats	1	11	0.5799	NA	0	1.1740	NA	NA
k127_16346	1147	No terminal repeats	2	11	0.5792	NA	0	0.0000	NA	NA
k127_24324	519	No terminal repeats	2	11	0.5675	NA	0	0.0000	NA	NA
k127_43482	868	No terminal repeats	3	11	0.5653	NA	0	0.0000	NA	NA
k127_35023	403	No terminal repeats	1	11	0.5635	NA	0	0.8347	NA	NA
k127_29810	888	No terminal repeats	1	11	0.5622	NA	0	0.0000	NA	NA
k127_29473	556	No terminal repeats	2	11	0.5621	NA	0	0.0000	NA	NA
k127_4176	258	No terminal repeats	2	11	0.5619	NA	0	0.0000	NA	NA
k127_22505	563	No terminal repeats	3	11	0.5608	NA	0	0.0000	NA	NA
k127_18488	622	No terminal repeats	1	11	0.5578	NA	0	0.0000	NA	NA
k127_25097	301	No terminal repeats	2	11	0.5565	NA	0	0.6715	NA	NA
k127_30757	384	No terminal repeats	1	11	0.5532	NA	0	0.7754	NA	NA
k127_17015	493	No terminal repeats	1	11	0.5527	NA	0	0.0000	NA	NA
k127_42861	568	No terminal repeats	2	11	0.5513	NA	0	0.0000	NA	NA
k127_869	509	No terminal repeats	2	11	0.5498	NA	0	0.0000	NA	NA
k127_33694	981	No terminal repeats	2	11	0.5497	NA	0	0.0000	NA	NA
k127_31847	1106	No terminal repeats	2	11	0.5475	NA	0	0.0000	NA	NA
k127_6036	302	No terminal repeats	1	11	0.5445	NA	0	1.0990	NA	NA
k127_15671	301	No terminal repeats	1	11	0.5400	NA	0	0.0000	NA	NA
k127_11244	301	No terminal repeats	1	11	0.5389	NA	0	0.0000	NA	NA
k127_27710	589	No terminal repeats	3	11	0.5388	NA	0	0.0000	NA	NA
k127_34823	301	No terminal repeats	1	11	0.5372	NA	0	0.6240	NA	NA
k127_13347	301	No terminal repeats	2	11	0.5334	NA	0	0.0000	NA	NA
k127_35672	867	No terminal repeats	1	11	0.5321	NA	0	0.0000	NA	NA
k127_18091	300	No terminal repeats	1	11	0.5291	NA	0	0.0000	NA	NA
k127_1569	524	No terminal repeats	2	11	0.5290	NA	0	0.0000	NA	NA
k127_10529	298	No terminal repeats	1	11	0.5276	NA	0	0.0000	NA	NA
k127_39191	493	No terminal repeats	2	11	0.5253	NA	0	0.0000	NA	NA
k127_22078	542	No terminal repeats	1	11	0.5250	NA	0	0.0000	NA	NA
k127_11239	467	No terminal repeats	1	11	0.5189	NA	0	0.0000	NA	NA
k127_21758	440	No terminal repeats	2	11	0.5180	NA	0	0.0000	NA	NA
k127_418	512	No terminal repeats	2	11	0.5175	NA	0	0.0000	NA	NA
k127_42755	468	No terminal repeats	2	11	0.5158	NA	0	0.0000	NA	NA
k127_8168	807	No terminal repeats	3	11	0.5147	NA	0	0.0000	NA	NA
k127_13555	299	No terminal repeats	1	11	0.5132	NA	0	0.0000	NA	NA
k127_30321	514	No terminal repeats	1	11	0.5124	NA	0	0.0000	NA	NA
k127_34472	521	No terminal repeats	1	11	0.5119	NA	0	0.0000	NA	NA
k127_23937	543	No terminal repeats	2	11	0.5110	NA	0	0.0000	NA	NA
k127_34985	457	No terminal repeats	1	11	0.5106	NA	0	0.0000	NA	NA
k127_11511	266	No terminal repeats	1	11	0.5094	NA	0	0.3693	NA	NA
k127_20343	373	No terminal repeats	1	11	0.5087	NA	0	0.0000	NA	NA
k127_4593	397	No terminal repeats	1	11	0.5075	NA	0	1.0039	NA	NA
k127_15560	486	No terminal repeats	1	11	0.5072	NA	0	0.0000	NA	NA
k127_5386	297	No terminal repeats	1	11	0.5052	NA	0	0.0000	NA	NA
k127_34393	504	No terminal repeats	2	11	0.5043	NA	0	0.0000	NA	NA
k127_13068	462	No terminal repeats	2	11	0.5035	NA	0	0.0000	NA	NA
k127_4766	832	No terminal repeats	2	11	0.5001	NA	0	0.0000	NA	NA
k127_2734	295	No terminal repeats	1	11	0.5001	NA	0	0.0000	NA	NA
k127_25999	540	No terminal repeats	1	11	0.4997	NA	0	0.0000	NA	NA
k127_18942	1429	No terminal repeats	5	11	0.4973	NA	0	0.0000	NA	NA
k127_10100	505	No terminal repeats	1	11	0.4962	NA	0	0.0000	NA	NA
k127_10670	848	No terminal repeats	5	11	0.4948	NA	0	0.0000	NA	NA
k127_17805	408	No terminal repeats	2	11	0.4926	NA	0	0.0000	NA	NA
k127_6072	857	No terminal repeats	4	11	0.4911	NA	0	0.0000	NA	NA
k127_17913	301	No terminal repeats	2	11	0.4908	NA	0	0.0000	NA	NA
k127_17970	536	No terminal repeats	1	11	0.4906	NA	0	0.0000	NA	NA
k127_28196	613	No terminal repeats	2	11	0.4888	NA	0	0.2397	NA	NA
k127_38207	301	No terminal repeats	2	11	0.4878	NA	0	0.6779	NA	NA
k127_14406	990	No terminal repeats	1	11	0.4877	NA	0	0.0000	NA	NA
k127_42934	447	No terminal repeats	2	11	0.4862	NA	0	0.0000	NA	NA
k127_13008	997	No terminal repeats	2	11	0.4851	NA	0	0.0000	NA	NA
k127_21586	483	No terminal repeats	1	11	0.4849	NA	0	0.0000	NA	NA
k127_25516	299	No terminal repeats	1	11	0.4832	NA	0	0.7327	NA	NA
k127_16751	444	No terminal repeats	1	11	0.4831	NA	0	0.0000	NA	NA
k127_12814	245	No terminal repeats	1	11	0.4816	NA	0	0.0000	NA	NA
k127_17698	561	No terminal repeats	1	11	0.4811	NA	0	0.0000	NA	NA
k127_25086	1584	No terminal repeats	3	11	0.4809	NA	0	0.0000	NA	NA
k127_3662	301	No terminal repeats	1	11	0.4798	NA	0	0.3137	NA	NA
k127_8107	301	No terminal repeats	1	11	0.4796	NA	0	0.0000	NA	NA
k127_41098	460	No terminal repeats	2	11	0.4782	NA	0	0.0000	NA	NA
k127_28861	300	No terminal repeats	1	11	0.4782	NA	0	0.2602	NA	NA
k127_6995	450	No terminal repeats	1	11	0.4774	NA	0	0.0000	NA	NA
k127_1115	293	No terminal repeats	1	11	0.4749	NA	0	0.0000	NA	NA
k127_10050	752	No terminal repeats	2	11	0.4745	NA	0	0.0000	NA	NA
k127_40013	515	No terminal repeats	2	11	0.4744	NA	0	0.0000	NA	NA
k127_33167	530	No terminal repeats	2	11	0.4744	NA	0	0.0000	NA	NA
k127_8824	437	No terminal repeats	1	11	0.4742	NA	0	0.0000	NA	NA
k127_25018	498	No terminal repeats	3	11	0.4731	NA	0	0.0000	NA	NA
k127_14435	569	No terminal repeats	2	11	0.4731	NA	0	0.9036	NA	NA
k127_43447	301	No terminal repeats	1	11	0.4725	NA	0	0.0000	NA	NA
k127_1456	373	No terminal repeats	1	11	0.4723	NA	0	0.0000	NA	NA
k127_31248	311	No terminal repeats	1	11	0.4713	NA	0	0.3190	NA	NA
k127_40898	415	No terminal repeats	1	11	0.4709	NA	0	0.0000	NA	NA
k127_17361	299	No terminal repeats	2	11	0.4708	NA	0	0.0000	NA	NA
k127_10221	300	No terminal repeats	2	11	0.4685	NA	0	0.0000	NA	NA
k127_15342	453	No terminal repeats	2	11	0.4672	NA	0	0.0000	NA	NA
k127_16081	512	No terminal repeats	2	11	0.4667	NA	0	0.0000	NA	NA
k127_9234	300	No terminal repeats	1	11	0.4663	NA	0	0.9320	NA	NA
k127_5481	440	No terminal repeats	2	11	0.4643	NA	0	0.0000	NA	NA
k127_4997	297	No terminal repeats	1	11	0.4633	NA	0	0.0000	NA	NA
k127_5116	297	No terminal repeats	1	11	0.4626	NA	0	0.0000	NA	NA
k127_15497	301	No terminal repeats	2	11	0.4615	NA	0	0.0000	NA	NA
k127_15208	249	No terminal repeats	1	11	0.4614	NA	0	0.0000	NA	NA
k127_16527	643	No terminal repeats	1	11	0.4607	NA	0	0.0000	NA	NA
k127_22426	413	No terminal repeats	2	11	0.4597	NA	0	0.0000	NA	NA
k127_16304	441	No terminal repeats	2	11	0.4590	NA	0	0.0000	NA	NA
k127_30857	559	No terminal repeats	3	11	0.4574	NA	0	0.0000	NA	NA
k127_6138	564	No terminal repeats	1	11	0.4563	NA	0	0.0000	NA	NA
k127_27305	637	No terminal repeats	2	11	0.4561	NA	0	0.0000	NA	NA
k127_39136	650	No terminal repeats	2	11	0.4559	NA	0	0.0000	NA	NA
k127_9284	449	No terminal repeats	1	11	0.4558	NA	0	0.0000	NA	NA
k127_20585	552	No terminal repeats	2	11	0.4549	NA	0	0.0000	NA	NA
k127_11540	540	No terminal repeats	2	11	0.4540	NA	0	0.0000	NA	NA
k127_38195	481	No terminal repeats	2	11	0.4534	NA	0	0.0000	NA	NA
k127_14506	533	No terminal repeats	1	11	0.4529	NA	0	0.0000	NA	NA
k127_15049	301	No terminal repeats	1	15	0.4527	NA	0	0.0000	NA	NA
k127_41458	297	No terminal repeats	1	11	0.4503	NA	0	0.0000	NA	NA
k127_9773	558	No terminal repeats	2	11	0.4496	NA	0	0.0000	NA	NA
k127_14680	528	No terminal repeats	2	11	0.4492	NA	0	0.0000	NA	NA
k127_19990	300	No terminal repeats	1	11	0.4488	NA	0	0.0000	NA	NA
k127_5356	542	No terminal repeats	2	11	0.4473	NA	0	0.0000	NA	NA
k127_38536	828	No terminal repeats	3	11	0.4461	NA	0	0.0000	NA	NA
k127_10708	1055	No terminal repeats	3	11	0.4457	NA	0	0.0000	NA	NA
k127_27426	503	No terminal repeats	2	11	0.4447	NA	0	0.0000	NA	NA
k127_9300	301	No terminal repeats	1	11	0.4446	NA	0	0.0000	NA	NA
k127_28676	295	No terminal repeats	2	11	0.4442	NA	0	0.0000	NA	NA
k127_8377	267	No terminal repeats	2	11	0.4429	NA	0	0.0000	NA	NA
k127_28980	540	No terminal repeats	2	11	0.4427	NA	0	0.0000	NA	NA
k127_43106	444	No terminal repeats	2	11	0.4426	NA	0	0.0000	NA	NA
k127_14813	489	No terminal repeats	1	11	0.4424	NA	0	0.0000	NA	NA
k127_28168	301	No terminal repeats	2	11	0.4422	NA	0	0.0000	NA	NA
k127_1987	292	No terminal repeats	1	11	0.4417	NA	0	0.0000	NA	NA
k127_39645	850	No terminal repeats	1	11	0.4416	NA	0	0.0000	NA	NA
k127_40796	293	No terminal repeats	1	11	0.4416	NA	0	0.0000	NA	NA
k127_26361	679	No terminal repeats	2	11	0.4404	NA	0	0.0000	NA	NA
k127_43503	1059	No terminal repeats	2	11	0.4399	NA	0	0.0000	NA	NA
k127_38063	488	No terminal repeats	2	11	0.4399	NA	0	0.0000	NA	NA
k127_18510	519	No terminal repeats	2	11	0.4395	NA	0	0.0000	NA	NA
k127_18175	301	No terminal repeats	1	11	0.4387	NA	0	0.0000	NA	NA
k127_30217	462	No terminal repeats	2	11	0.4387	NA	0	0.0000	NA	NA
k127_29208	441	No terminal repeats	2	11	0.4370	NA	0	0.0000	NA	NA
k127_11921	301	No terminal repeats	1	11	0.4367	NA	0	0.0000	NA	NA
k127_41668	498	No terminal repeats	2	11	0.4365	NA	0	0.0000	NA	NA
k127_7204	346	No terminal repeats	1	11	0.4362	NA	0	0.0000	NA	NA
k127_7561	703	No terminal repeats	3	11	0.4362	NA	0	0.0000	NA	NA
k127_36033	521	No terminal repeats	3	11	0.4361	NA	0	0.0000	NA	NA
k127_36734	1286	No terminal repeats	4	11	0.4358	NA	0	0.0000	NA	NA
k127_42188	434	No terminal repeats	1	11	0.4355	NA	0	0.0000	NA	NA
k127_10816	490	No terminal repeats	1	11	0.4354	NA	0	0.0000	NA	NA
k127_28453	299	No terminal repeats	2	11	0.4349	NA	0	0.0000	NA	NA
k127_27307	538	No terminal repeats	3	11	0.4346	NA	0	0.0000	NA	NA
k127_2016	301	No terminal repeats	1	11	0.4346	NA	0	0.0000	NA	NA
k127_24053	775	No terminal repeats	2	11	0.4338	NA	0	0.0000	NA	NA
k127_18303	726	No terminal repeats	2	11	0.4333	NA	0	0.0000	NA	NA
k127_39965	526	No terminal repeats	1	11	0.4328	NA	0	0.0000	NA	NA
k127_10604	301	No terminal repeats	1	11	0.4328	NA	0	0.0000	NA	NA
k127_29356	294	No terminal repeats	1	11	0.4323	NA	0	0.0000	NA	NA
k127_30426	398	No terminal repeats	2	11	0.4322	NA	0	0.0000	NA	NA
k127_44567	248	No terminal repeats	1	11	0.4319	NA	0	0.0000	NA	NA
k127_23162	573	No terminal repeats	1	11	0.4308	NA	0	0.0000	NA	NA
k127_38513	391	No terminal repeats	1	11	0.4303	NA	0	0.0000	NA	NA
k127_35902	514	No terminal repeats	1	11	0.4298	NA	0	0.0000	NA	NA
k127_27450	515	No terminal repeats	2	11	0.4294	NA	0	0.0000	NA	NA
k127_20624	1024	No terminal repeats	2	11	0.4294	NA	0	0.0000	NA	NA
k127_5748	517	No terminal repeats	2	11	0.4294	NA	0	0.0000	NA	NA
k127_3788	475	No terminal repeats	1	11	0.4292	NA	0	0.0000	NA	NA
k127_34655	499	No terminal repeats	1	11	0.4291	NA	0	0.0000	NA	NA
k127_34132	449	No terminal repeats	1	11	0.4290	NA	0	0.0000	NA	NA
k127_14919	301	No terminal repeats	2	11	0.4288	NA	0	0.0000	NA	NA
k127_8240	558	No terminal repeats	2	11	0.4287	NA	0	0.0000	NA	NA
k127_35029	428	No terminal repeats	1	11	0.4285	NA	0	0.0000	NA	NA
k127_1018	1608	No terminal repeats	2	11	0.4283	NA	0	0.0000	NA	NA
k127_13153	455	No terminal repeats	1	11	0.4282	NA	0	0.0000	NA	NA
k127_25571	296	No terminal repeats	1	11	0.4282	NA	0	0.0000	NA	NA
k127_7618	735	No terminal repeats	2	11	0.4281	NA	0	0.0000	NA	NA
k127_21634	439	No terminal repeats	3	11	0.4280	NA	0	0.0000	NA	NA
k127_38054	301	No terminal repeats	1	11	0.4275	NA	0	0.0000	NA	NA
k127_10651	500	No terminal repeats	2	11	0.4273	NA	0	0.0000	NA	NA
k127_14768	297	No terminal repeats	1	11	0.4271	NA	0	0.0000	NA	NA
k127_36383	411	No terminal repeats	1	11	0.4270	NA	0	0.0000	NA	NA
k127_19020	879	No terminal repeats	2	11	0.4265	NA	0	0.0000	NA	NA
k127_5892	478	No terminal repeats	2	11	0.4261	NA	0	0.0000	NA	NA
k127_10646	284	No terminal repeats	1	11	0.4250	NA	0	0.0000	NA	NA
k127_12161	480	No terminal repeats	1	11	0.4239	NA	0	0.0000	NA	NA
k127_6045	462	No terminal repeats	2	11	0.4237	NA	0	0.0000	NA	NA
k127_983	392	No terminal repeats	1	11	0.4236	NA	0	0.0000	NA	NA
k127_23005	301	No terminal repeats	1	11	0.4231	NA	0	0.0000	NA	NA
k127_22788	458	No terminal repeats	2	11	0.4231	NA	0	0.0000	NA	NA
k127_7582	301	No terminal repeats	1	11	0.4230	NA	0	0.0000	NA	NA
k127_22654	456	No terminal repeats	1	11	0.4223	NA	0	0.0000	NA	NA
k127_7066	568	No terminal repeats	2	11	0.4217	NA	0	0.0000	NA	NA
k127_33996	521	No terminal repeats	2	11	0.4216	NA	0	0.0000	NA	NA
k127_2751	289	No terminal repeats	1	11	0.4214	NA	0	0.0000	NA	NA
k127_30549	549	No terminal repeats	2	11	0.4212	NA	0	0.0000	NA	NA
k127_18314	301	No terminal repeats	1	11	0.4211	NA	0	0.0000	NA	NA
k127_7607	514	No terminal repeats	1	11	0.4208	NA	0	0.0000	NA	NA
k127_35689	452	No terminal repeats	1	11	0.4202	NA	0	0.0000	NA	NA
k127_1728	441	No terminal repeats	1	11	0.4192	NA	0	0.0000	NA	NA
k127_28466	449	No terminal repeats	1	11	0.4185	NA	0	0.0000	NA	NA
k127_28113	389	No terminal repeats	1	11	0.4182	NA	0	0.0000	NA	NA
k127_26860	284	No terminal repeats	1	11	0.4178	NA	0	0.0000	NA	NA
k127_1531	299	No terminal repeats	1	11	0.4176	NA	0	0.0000	NA	NA
k127_3873	298	No terminal repeats	1	11	0.4175	NA	0	0.0000	NA	NA
k127_30681	801	No terminal repeats	2	11	0.4172	NA	0	0.0000	NA	NA
k127_3019	296	No terminal repeats	1	11	0.4164	NA	0	0.0000	NA	NA
k127_31447	410	No terminal repeats	1	11	0.4162	NA	0	0.0000	NA	NA
k127_28225	507	No terminal repeats	2	11	0.4160	NA	0	0.0000	NA	NA
k127_7453	278	No terminal repeats	1	11	0.4160	NA	0	0.0000	NA	NA
k127_35943	496	No terminal repeats	2	11	0.4143	NA	0	0.0000	NA	NA
k127_24790	454	No terminal repeats	1	11	0.4142	NA	0	0.0000	NA	NA
k127_30913	300	No terminal repeats	1	11	0.4142	NA	0	0.0000	NA	NA
k127_2341	511	No terminal repeats	1	11	0.4139	NA	0	0.0000	NA	NA
k127_39413	298	No terminal repeats	1	11	0.4138	NA	0	0.0000	NA	NA
k127_16403	458	No terminal repeats	1	11	0.4135	NA	0	0.0000	NA	NA
k127_26695	300	No terminal repeats	1	11	0.4135	NA	0	0.0000	NA	NA
k127_31657	291	No terminal repeats	0	11	0.4130	NA	0	0.0000	NA	NA
k127_4753	625	No terminal repeats	1	11	0.4126	NA	0	0.0000	NA	NA
k127_10294	300	No terminal repeats	1	11	0.4124	NA	0	0.0000	NA	NA
k127_21518	826	No terminal repeats	3	11	0.4120	NA	0	0.0000	NA	NA
k127_43595	299	No terminal repeats	1	11	0.4114	NA	0	0.0000	NA	NA
k127_27928	556	No terminal repeats	1	11	0.4113	NA	0	0.0000	NA	NA
k127_37362	557	No terminal repeats	2	11	0.4112	NA	0	0.0000	NA	NA
k127_24775	486	No terminal repeats	1	11	0.4109	NA	0	0.0000	NA	NA
k127_40252	297	No terminal repeats	1	11	0.4105	NA	0	0.0000	NA	NA
k127_28383	430	No terminal repeats	1	11	0.4105	NA	0	0.0000	NA	NA
k127_33667	301	No terminal repeats	1	11	0.4099	NA	0	0.0000	NA	NA
k127_25313	563	No terminal repeats	2	11	0.4094	NA	0	0.0000	NA	NA
k127_9483	510	No terminal repeats	2	11	0.4094	NA	0	0.0000	NA	NA
k127_21077	457	No terminal repeats	1	11	0.4087	NA	0	0.0000	NA	NA
k127_29468	297	No terminal repeats	2	11	0.4086	NA	0	0.0000	NA	NA
k127_9127	298	No terminal repeats	1	11	0.4086	NA	0	0.0000	NA	NA
k127_11573	436	No terminal repeats	2	11	0.4083	NA	0	0.0000	NA	NA
k127_41317	300	No terminal repeats	1	11	0.4082	NA	0	0.0000	NA	NA
k127_8177	404	No terminal repeats	1	11	0.4079	NA	0	0.0000	NA	NA
k127_5117	338	No terminal repeats	2	11	0.4074	NA	0	0.0000	NA	NA
k127_9540	561	No terminal repeats	2	11	0.4072	NA	0	0.0000	NA	NA
k127_31908	394	No terminal repeats	1	11	0.4066	NA	0	0.0000	NA	NA
k127_5215	300	No terminal repeats	1	11	0.4060	NA	0	0.0000	NA	NA
k127_4527	465	No terminal repeats	2	11	0.4059	NA	0	0.0000	NA	NA
k127_14628	527	No terminal repeats	1	11	0.4053	NA	0	0.0000	NA	NA
k127_8818	525	No terminal repeats	1	11	0.4051	NA	0	0.0000	NA	NA
k127_21624	863	No terminal repeats	3	11	0.4049	NA	0	0.0000	NA	NA
k127_23752	279	No terminal repeats	1	11	0.4044	NA	0	0.0000	NA	NA
k127_17179	512	No terminal repeats	2	11	0.4039	NA	0	0.0000	NA	NA
k127_13689	295	No terminal repeats	1	11	0.4034	NA	0	0.0000	NA	NA
k127_22634	467	No terminal repeats	1	11	0.4030	NA	0	0.0000	NA	NA
k127_15033	444	No terminal repeats	2	11	0.4023	NA	0	0.0000	NA	NA
k127_11299	986	No terminal repeats	2	11	0.4022	NA	0	0.0000	NA	NA
k127_38657	365	No terminal repeats	1	11	0.4020	NA	0	0.0000	NA	NA
k127_27612	438	No terminal repeats	2	11	0.4015	NA	0	0.0000	NA	NA
k127_42305	570	No terminal repeats	2	11	0.4011	NA	0	0.0000	NA	NA
k127_14144	518	No terminal repeats	2	11	0.4006	NA	0	0.0000	NA	NA
k127_691	713	No terminal repeats	2	11	0.3998	NA	0	0.0000	NA	NA
k127_219	297	No terminal repeats	2	11	0.3995	NA	0	0.0000	NA	NA
k127_9024	287	No terminal repeats	1	11	0.3993	NA	0	0.0000	NA	NA
k127_32507	710	No terminal repeats	2	11	0.3991	NA	0	0.0000	NA	NA
k127_36786	300	No terminal repeats	2	11	0.3990	NA	0	0.0000	NA	NA
k127_5313	440	No terminal repeats	1	11	0.3980	NA	0	0.0000	NA	NA
k127_37492	511	No terminal repeats	2	11	0.3977	NA	0	0.0000	NA	NA
k127_30463	646	No terminal repeats	2	11	0.3975	NA	0	0.0000	NA	NA
k127_36818	386	No terminal repeats	2	11	0.3972	NA	0	0.0000	NA	NA
k127_25429	555	No terminal repeats	2	11	0.3965	NA	0	0.0000	NA	NA
k127_5765	551	No terminal repeats	2	11	0.3964	NA	0	0.0000	NA	NA
k127_7100	563	No terminal repeats	2	11	0.3961	NA	0	0.0000	NA	NA
k127_4775	451	No terminal repeats	1	11	0.3959	NA	0	0.0000	NA	NA
k127_9713	231	No terminal repeats	1	11	0.3958	NA	0	0.0000	NA	NA
k127_38560	298	No terminal repeats	1	11	0.3958	NA	0	0.0000	NA	NA
k127_22017	290	No terminal repeats	2	11	0.3956	NA	0	0.0000	NA	NA
k127_18986	299	No terminal repeats	1	11	0.3952	NA	0	0.0000	NA	NA
k127_18031	501	No terminal repeats	1	11	0.3951	NA	0	0.0000	NA	NA
k127_2586	301	No terminal repeats	2	11	0.3947	NA	0	0.0000	NA	NA
k127_18236	464	No terminal repeats	2	11	0.3939	NA	0	0.0000	NA	NA
k127_13195	292	No terminal repeats	1	11	0.3933	NA	0	0.0000	NA	NA
k127_17057	545	No terminal repeats	2	11	0.3932	NA	0	0.0000	NA	NA
k127_22424	525	No terminal repeats	2	11	0.3925	NA	0	0.0000	NA	NA
k127_30134	470	No terminal repeats	2	11	0.3922	NA	0	0.0000	NA	NA
k127_39488	906	No terminal repeats	2	11	0.3920	NA	0	0.0000	NA	NA
k127_32362	301	No terminal repeats	2	11	0.3919	NA	0	0.0000	NA	NA
k127_743	495	No terminal repeats	2	11	0.3919	NA	0	0.0000	NA	NA
k127_25185	301	No terminal repeats	2	11	0.3917	NA	0	0.0000	NA	NA
k127_23784	521	No terminal repeats	2	11	0.3917	NA	0	0.0000	NA	NA
k127_30747	497	No terminal repeats	2	11	0.3914	NA	0	0.0000	NA	NA
k127_24507	670	No terminal repeats	2	11	0.3913	NA	0	0.0000	NA	NA
k127_3158	301	No terminal repeats	2	11	0.3912	NA	0	0.0000	NA	NA
k127_44638	477	No terminal repeats	1	11	0.3902	NA	0	0.0000	NA	NA
k127_7004	301	No terminal repeats	1	11	0.3901	NA	0	0.0000	NA	NA
k127_21428	547	No terminal repeats	2	11	0.3895	NA	0	0.0000	NA	NA
k127_38166	300	No terminal repeats	1	11	0.3895	NA	0	0.0000	NA	NA
k127_40218	301	No terminal repeats	2	11	0.3889	NA	0	0.0000	NA	NA
