seq_name	length	topology	n_genes	genetic_code	plasmid_score	fdr	n_hallmarks	marker_enrichment	conjugation_genes	amr_genes
k127_1406	454	No terminal repeats	1	11	0.8952	NA	0	1.3957	NA	NA
k127_1219	529	No terminal repeats	2	11	0.8947	NA	0	1.4538	NA	NA
k127_3682	279	No terminal repeats	1	11	0.8719	NA	0	1.1904	NA	NA
k127_1177	307	No terminal repeats	2	11	0.8712	NA	1	1.6252	T_virB8	NA
k127_1011	1120	No terminal repeats	2	11	0.8675	NA	0	0.1937	NA	NA
k127_1975	424	No terminal repeats	1	11	0.8591	NA	0	0.3986	NA	NA
k127_2926	413	No terminal repeats	1	11	0.8469	NA	1	1.3109	MOBH	NA
k127_3462	359	No terminal repeats	1	11	0.8397	NA	0	1.2460	NA	NA
k127_3426	436	No terminal repeats	2	11	0.8274	NA	0	1.4636	NA	NA
k127_3301	264	No terminal repeats	1	11	0.8177	NA	0	1.4330	NA	NA
k127_2659	490	No terminal repeats	1	11	0.7912	NA	0	1.3109	NA	NA
k127_494	348	No terminal repeats	1	11	0.7814	NA	0	0.8360	NA	NA
k127_402	558	No terminal repeats	2	11	0.7758	NA	0	1.2322	NA	NA
k127_4313	338	No terminal repeats	1	11	0.7732	NA	0	0.9664	NA	NA
k127_2903	288	No terminal repeats	1	11	0.7704	NA	0	0.8701	NA	NA
k127_3094	309	No terminal repeats	1	11	0.7509	NA	0	1.2322	NA	NA
k127_1694	244	No terminal repeats	1	11	0.7506	NA	0	1.0634	NA	NA
k127_4811	250	No terminal repeats	1	11	0.7447	NA	0	1.3337	NA	NA
k127_2590	277	No terminal repeats	1	11	0.7441	NA	0	1.1904	NA	NA
k127_3214	289	No terminal repeats	1	11	0.7136	NA	0	1.2322	NA	NA
k127_311	517	No terminal repeats	2	11	0.7135	NA	0	1.0354	NA	NA
k127_893	227	No terminal repeats	2	11	0.7087	NA	0	1.0062	NA	NA
k127_2776	419	No terminal repeats	2	11	0.7041	NA	0	0.7585	NA	NA
k127_1099	318	No terminal repeats	1	11	0.6860	NA	0	0.9053	NA	NA
k127_1366	470	No terminal repeats	2	11	0.6695	NA	0	0.7252	NA	NA
k127_574	301	No terminal repeats	1	11	0.6617	NA	0	0.0000	NA	NA
k127_2090	334	No terminal repeats	1	11	0.6439	NA	0	0.7229	NA	NA
k127_303	300	No terminal repeats	1	11	0.6286	NA	0	0.9053	NA	NA
k127_342	586	No terminal repeats	1	11	0.6283	NA	0	1.0491	NA	NA
k127_1945	973	No terminal repeats	2	11	0.6161	NA	0	0.0000	NA	NA
k127_4666	374	No terminal repeats	1	11	0.6147	NA	0	1.0302	NA	NA
k127_4601	265	No terminal repeats	1	11	0.6104	NA	0	0.9239	NA	NA
k127_1926	228	No terminal repeats	2	11	0.6065	NA	0	1.3181	NA	NA
k127_1995	439	No terminal repeats	1	11	0.6043	NA	0	1.0395	NA	NA
k127_2	236	No terminal repeats	1	11	0.6025	NA	0	0.0000	NA	NA
k127_3363	230	No terminal repeats	1	11	0.5974	NA	0	0.4378	NA	NA
k127_3026	414	No terminal repeats	1	11	0.5907	NA	0	1.0087	NA	NA
k127_5203	923	No terminal repeats	3	11	0.5870	NA	0	0.2082	NA	NA
k127_1003	1108	No terminal repeats	1	11	0.5869	NA	0	0.0000	NA	NA
k127_4409	965	No terminal repeats	2	11	0.5749	NA	0	0.0000	NA	NA
k127_2570	234	No terminal repeats	1	11	0.5648	NA	0	0.7270	NA	NA
k127_1170	314	No terminal repeats	1	11	0.5613	NA	0	1.0426	NA	NA
k127_2190	336	No terminal repeats	1	11	0.5608	NA	0	0.0000	NA	NA
k127_1601	343	No terminal repeats	2	11	0.5592	NA	0	0.5926	NA	NA
k127_2857	237	No terminal repeats	1	11	0.5576	NA	0	0.7114	NA	NA
k127_2603	570	No terminal repeats	1	11	0.5389	NA	0	0.4052	NA	NA
k127_3708	1552	No terminal repeats	3	11	0.5351	NA	0	0.0000	NA	NA
k127_2016	264	No terminal repeats	1	11	0.5340	NA	0	0.3599	NA	NA
k127_2827	292	No terminal repeats	1	11	0.5331	NA	0	0.0000	NA	NA
k127_4978	862	No terminal repeats	2	11	0.5323	NA	0	0.0000	NA	NA
k127_3410	410	No terminal repeats	1	11	0.5318	NA	0	0.2243	NA	NA
k127_4255	288	No terminal repeats	1	11	0.5265	NA	0	0.6068	NA	NA
k127_2863	248	No terminal repeats	1	11	0.5264	NA	0	0.3946	NA	NA
k127_458	2292	No terminal repeats	2	11	0.5203	NA	0	0.8107	NA	NA
k127_3597	409	No terminal repeats	1	11	0.5142	NA	0	0.7093	NA	NA
k127_3535	324	No terminal repeats	1	11	0.5126	NA	0	0.4546	NA	NA
k127_2250	468	No terminal repeats	2	11	0.5040	NA	0	0.0000	NA	NA
k127_1617	815	No terminal repeats	1	11	0.5022	NA	0	0.0000	NA	NA
k127_4489	481	No terminal repeats	1	11	0.5013	NA	0	0.5232	NA	NA
k127_411	467	No terminal repeats	2	11	0.4991	NA	0	0.6230	NA	NA
k127_2242	522	No terminal repeats	1	11	0.4986	NA	0	0.6179	NA	NA
k127_121	302	No terminal repeats	1	11	0.4977	NA	0	0.7013	NA	NA
k127_3276	1078	No terminal repeats	2	11	0.4969	NA	0	0.0000	NA	NA
k127_3929	283	No terminal repeats	1	11	0.4967	NA	0	0.6499	NA	NA
k127_2877	289	No terminal repeats	1	11	0.4948	NA	0	0.7013	NA	NA
k127_1992	288	No terminal repeats	2	11	0.4947	NA	0	0.7613	NA	NA
k127_1160	301	No terminal repeats	1	11	0.4892	NA	0	0.0000	NA	NA
k127_810	300	No terminal repeats	1	15	0.4876	NA	0	0.0000	NA	NA
k127_3700	399	No terminal repeats	1	11	0.4828	NA	0	0.0000	NA	NA
k127_2635	420	No terminal repeats	1	11	0.4827	NA	0	0.0000	NA	NA
k127_2281	251	No terminal repeats	1	11	0.4818	NA	0	0.7974	NA	NA
k127_5407	340	No terminal repeats	1	11	0.4727	NA	0	0.0000	NA	NA
k127_4327	686	No terminal repeats	1	11	0.4719	NA	0	0.0000	NA	NA
k127_2140	385	No terminal repeats	2	11	0.4665	NA	0	0.1880	NA	NA
k127_4303	383	No terminal repeats	2	11	0.4660	NA	0	0.8044	NA	NA
k127_771	654	No terminal repeats	2	11	0.4659	NA	0	0.0000	NA	NA
k127_3394	303	No terminal repeats	1	11	0.4643	NA	0	0.6508	NA	NA
k127_2011	504	No terminal repeats	2	11	0.4637	NA	0	0.2884	NA	NA
k127_2885	300	No terminal repeats	1	11	0.4635	NA	0	0.0000	NA	NA
k127_4880	679	No terminal repeats	2	11	0.4609	NA	0	0.0000	NA	NA
k127_2922	342	No terminal repeats	1	11	0.4551	NA	0	0.0000	NA	NA
k127_5464	301	No terminal repeats	1	11	0.4541	NA	0	0.0000	NA	NA
k127_198	378	No terminal repeats	1	11	0.4482	NA	0	0.0000	NA	NA
k127_5494	242	No terminal repeats	1	11	0.4456	NA	0	0.5988	NA	NA
k127_672	294	No terminal repeats	1	11	0.4443	NA	0	0.0000	NA	NA
k127_1844	487	No terminal repeats	1	11	0.4440	NA	0	0.0000	NA	NA
k127_1779	507	No terminal repeats	2	11	0.4440	NA	0	0.0000	NA	NA
k127_4749	926	No terminal repeats	2	11	0.4428	NA	0	0.0000	NA	NA
k127_5175	885	No terminal repeats	2	11	0.4405	NA	0	0.0000	NA	NA
k127_3851	301	No terminal repeats	1	11	0.4354	NA	0	0.0000	NA	NA
k127_3089	679	No terminal repeats	2	11	0.4351	NA	0	0.0000	NA	NA
k127_5060	294	No terminal repeats	1	11	0.4300	NA	0	0.0000	NA	NA
k127_3614	346	No terminal repeats	2	11	0.4286	NA	0	0.0000	NA	NA
k127_2398	1760	No terminal repeats	1	11	0.4262	NA	0	0.0000	NA	NA
k127_2556	669	No terminal repeats	2	11	0.4225	NA	0	0.0000	NA	NA
k127_2072	293	No terminal repeats	1	11	0.4192	NA	0	0.0000	NA	NA
k127_5482	300	No terminal repeats	1	11	0.4186	NA	0	0.0000	NA	NA
k127_4742	365	No terminal repeats	1	11	0.4185	NA	0	0.0000	NA	NA
k127_1940	575	No terminal repeats	1	11	0.4182	NA	0	0.0000	NA	NA
k127_5348	301	No terminal repeats	1	11	0.4123	NA	0	0.0000	NA	NA
k127_1509	690	No terminal repeats	1	11	0.4101	NA	0	0.0000	NA	NA
k127_2616	391	No terminal repeats	1	11	0.4038	NA	0	0.0000	NA	NA
k127_3309	574	No terminal repeats	1	11	0.4035	NA	0	0.0000	NA	NA
k127_3239	619	No terminal repeats	1	11	0.4030	NA	0	0.0000	NA	NA
k127_5318	299	No terminal repeats	1	11	0.4002	NA	0	0.0000	NA	NA
k127_4984	301	No terminal repeats	1	15	0.3993	NA	0	0.0000	NA	NA
k127_1942	349	No terminal repeats	1	11	0.3977	NA	0	0.0000	NA	NA
k127_4922	532	No terminal repeats	2	11	0.3977	NA	0	0.0000	NA	NA
k127_4652	300	No terminal repeats	0	11	0.3957	NA	0	0.0000	NA	NA
k127_2405	300	No terminal repeats	2	11	0.3935	NA	0	0.0000	NA	NA
k127_2955	505	No terminal repeats	1	11	0.3921	NA	0	0.0000	NA	NA
k127_2039	743	No terminal repeats	1	11	0.3910	NA	0	0.0000	NA	NA
k127_762	295	No terminal repeats	1	11	0.3910	NA	0	0.0000	NA	NA
k127_2115	783	No terminal repeats	1	11	0.3906	NA	0	0.0000	NA	NA
k127_4432	581	No terminal repeats	1	11	0.3871	NA	0	0.0000	NA	NA
k127_2546	301	No terminal repeats	1	11	0.3862	NA	0	0.0000	NA	NA
k127_2311	293	No terminal repeats	2	11	0.3854	NA	0	0.0000	NA	NA
k127_2873	301	No terminal repeats	2	11	0.3850	NA	0	0.0000	NA	NA
k127_1496	648	No terminal repeats	1	11	0.3845	NA	0	0.0000	NA	NA
k127_3782	401	No terminal repeats	2	11	0.3844	NA	0	0.0000	NA	NA
k127_918	495	No terminal repeats	2	11	0.3829	NA	0	0.0000	NA	NA
k127_136	267	No terminal repeats	1	11	0.3815	NA	0	0.0000	NA	NA
k127_4865	529	No terminal repeats	1	11	0.3771	NA	0	0.0000	NA	NA
k127_1124	516	No terminal repeats	1	11	0.3747	NA	0	0.0000	NA	NA
k127_1022	297	No terminal repeats	1	11	0.3743	NA	0	0.0000	NA	NA
k127_3589	406	No terminal repeats	2	11	0.3716	NA	0	0.0000	NA	NA
k127_1811	299	No terminal repeats	1	11	0.3705	NA	0	0.0000	NA	NA
k127_4700	300	No terminal repeats	1	11	0.3703	NA	0	0.0000	NA	NA
k127_588	543	No terminal repeats	2	11	0.3702	NA	0	0.0000	NA	NA
k127_4043	615	No terminal repeats	1	11	0.3696	NA	0	0.0000	NA	NA
k127_2321	378	No terminal repeats	2	11	0.3689	NA	0	0.0000	NA	NA
k127_2967	595	No terminal repeats	1	11	0.3688	NA	0	0.0000	NA	NA
k127_495	489	No terminal repeats	1	11	0.3686	NA	0	0.0000	NA	NA
k127_509	296	No terminal repeats	1	11	0.3668	NA	0	0.0000	NA	NA
k127_3189	266	No terminal repeats	1	11	0.3655	NA	0	0.0000	NA	NA
k127_4338	300	No terminal repeats	1	11	0.3646	NA	0	0.0000	NA	NA
k127_4512	325	No terminal repeats	1	11	0.3638	NA	0	0.0000	NA	NA
k127_103	301	No terminal repeats	1	11	0.3637	NA	0	0.0000	NA	NA
k127_2509	397	No terminal repeats	1	11	0.3636	NA	0	0.0000	NA	NA
k127_3573	301	No terminal repeats	2	11	0.3594	NA	0	0.0000	NA	NA
k127_81	426	No terminal repeats	1	11	0.3575	NA	0	0.0000	NA	NA
k127_4035	442	No terminal repeats	1	11	0.3572	NA	0	0.0000	NA	NA
k127_4072	733	No terminal repeats	1	11	0.3570	NA	0	0.0000	NA	NA
k127_898	501	No terminal repeats	1	11	0.3538	NA	0	0.0000	NA	NA
k127_3692	300	No terminal repeats	1	11	0.3503	NA	0	0.0000	NA	NA
k127_2314	493	No terminal repeats	1	11	0.3490	NA	0	0.0000	NA	NA
k127_2422	446	No terminal repeats	1	11	0.3487	NA	0	0.0000	NA	NA
k127_5197	367	No terminal repeats	1	11	0.3480	NA	0	0.0000	NA	NA
k127_5257	301	No terminal repeats	1	11	0.3426	NA	0	0.0000	NA	NA
k127_64	300	No terminal repeats	2	11	0.3395	NA	0	0.0000	NA	NA
