seq_name	length	topology	n_genes	genetic_code	plasmid_score	fdr	n_hallmarks	marker_enrichment	conjugation_genes	amr_genes
k127_9505	301	No terminal repeats	1	11	0.6238	NA	0	0.0000	NA	NA
k127_6828	300	No terminal repeats	1	11	0.6192	NA	0	0.0000	NA	NA
k127_7367	297	No terminal repeats	2	11	0.6177	NA	0	0.0000	NA	NA
k127_2406	299	No terminal repeats	0	11	0.6130	NA	0	0.0000	NA	NA
k127_8236	292	No terminal repeats	1	11	0.6116	NA	0	0.0000	NA	NA
k127_4161	300	No terminal repeats	2	11	0.5961	NA	0	0.0000	NA	NA
k127_2395	295	No terminal repeats	1	11	0.5959	NA	0	0.0000	NA	NA
k127_8086	493	No terminal repeats	1	11	0.5914	NA	0	0.0000	NA	NA
k127_1381	401	No terminal repeats	2	4	0.5837	NA	0	0.0000	NA	NA
k127_3942	301	No terminal repeats	1	11	0.5805	NA	0	0.8708	NA	NA
k127_1187	299	No terminal repeats	1	11	0.5780	NA	0	0.0000	NA	NA
k127_1222	300	No terminal repeats	1	11	0.5760	NA	0	0.0000	NA	NA
k127_5327	280	No terminal repeats	1	11	0.5702	NA	0	0.0000	NA	NA
k127_2537	295	No terminal repeats	1	11	0.5634	NA	0	0.0000	NA	NA
k127_754	301	No terminal repeats	1	11	0.5610	NA	0	0.0000	NA	NA
k127_176	301	No terminal repeats	1	11	0.5608	NA	0	0.0000	NA	NA
k127_5364	291	No terminal repeats	1	11	0.5590	NA	0	0.0000	NA	NA
k127_4700	301	No terminal repeats	1	11	0.5567	NA	0	0.0000	NA	NA
k127_2768	255	No terminal repeats	1	11	0.5444	NA	0	0.0000	NA	NA
k127_302	296	No terminal repeats	1	11	0.5412	NA	0	0.0000	NA	NA
k127_4507	298	No terminal repeats	1	11	0.5409	NA	0	0.0000	NA	NA
k127_1541	298	No terminal repeats	2	11	0.5371	NA	0	0.0000	NA	NA
k127_7745	299	No terminal repeats	1	11	0.5279	NA	0	0.0000	NA	NA
k127_8977	294	No terminal repeats	1	11	0.5205	NA	0	0.0000	NA	NA
k127_6485	297	No terminal repeats	1	11	0.5159	NA	0	0.0000	NA	NA
k127_4095	299	No terminal repeats	2	11	0.5036	NA	0	0.0000	NA	NA
k127_3021	294	No terminal repeats	1	11	0.5029	NA	0	0.0000	NA	NA
k127_5905	300	No terminal repeats	2	11	0.4930	NA	0	0.0000	NA	NA
k127_8649	479	No terminal repeats	1	11	0.4866	NA	0	0.0000	NA	NA
k127_576	263	No terminal repeats	1	11	0.4797	NA	0	0.5201	NA	NA
k127_7484	333	No terminal repeats	1	11	0.4794	NA	0	0.0000	NA	NA
k127_8487	347	No terminal repeats	1	4	0.4760	NA	0	0.0000	NA	NA
k127_5055	293	No terminal repeats	1	11	0.4745	NA	0	0.0000	NA	NA
k127_5870	294	No terminal repeats	1	11	0.4678	NA	0	0.0000	NA	NA
k127_1683	300	No terminal repeats	1	11	0.4673	NA	0	0.0000	NA	NA
k127_5441	299	No terminal repeats	1	11	0.4612	NA	0	0.0000	NA	NA
k127_6377	296	No terminal repeats	1	11	0.4579	NA	0	0.0000	NA	NA
k127_6393	297	No terminal repeats	1	11	0.4575	NA	0	0.0000	NA	NA
k127_3554	290	No terminal repeats	1	4	0.4568	NA	0	0.0000	NA	NA
k127_4912	306	No terminal repeats	1	11	0.4565	NA	0	0.0000	NA	NA
k127_2281	265	No terminal repeats	1	11	0.4563	NA	0	0.0000	NA	NA
k127_5512	365	No terminal repeats	1	11	0.4561	NA	0	0.0000	NA	NA
k127_3876	648	No terminal repeats	0	11	0.4559	NA	0	0.0000	NA	NA
k127_509	299	No terminal repeats	1	11	0.4546	NA	0	0.0000	NA	NA
k127_2832	292	No terminal repeats	1	11	0.4507	NA	0	0.0000	NA	NA
k127_4530	1116	No terminal repeats	2	11	0.4429	NA	0	0.0000	NA	NA
k127_8087	295	No terminal repeats	1	15	0.4428	NA	0	0.0000	NA	NA
k127_6292	301	No terminal repeats	2	11	0.4405	NA	0	0.0000	NA	NA
k127_6754	300	No terminal repeats	1	11	0.4403	NA	0	0.0000	NA	NA
k127_9402	301	No terminal repeats	1	11	0.4365	NA	0	0.0000	NA	NA
k127_1771	288	No terminal repeats	1	11	0.4359	NA	0	0.0000	NA	NA
k127_6664	293	No terminal repeats	1	11	0.4338	NA	0	0.0000	NA	NA
k127_8613	301	No terminal repeats	1	11	0.4335	NA	0	0.0000	NA	NA
k127_8362	353	No terminal repeats	1	11	0.4324	NA	0	0.0000	NA	NA
k127_4877	297	No terminal repeats	1	11	0.4321	NA	0	0.0000	NA	NA
k127_4832	299	No terminal repeats	1	11	0.4307	NA	0	0.0000	NA	NA
k127_4122	300	No terminal repeats	2	11	0.4299	NA	0	0.0000	NA	NA
k127_697	300	No terminal repeats	1	11	0.4268	NA	0	0.0000	NA	NA
k127_2301	297	No terminal repeats	1	11	0.4257	NA	0	0.0000	NA	NA
k127_2588	292	No terminal repeats	1	11	0.4253	NA	0	0.0000	NA	NA
k127_1028	645	No terminal repeats	1	11	0.4244	NA	0	0.0000	NA	NA
k127_2385	301	No terminal repeats	2	11	0.4242	NA	0	0.0000	NA	NA
k127_762	301	No terminal repeats	1	11	0.4240	NA	0	0.0000	NA	NA
k127_4669	295	No terminal repeats	1	11	0.4231	NA	0	0.0000	NA	NA
k127_8507	301	No terminal repeats	2	4	0.4230	NA	0	0.0000	NA	NA
k127_9776	300	No terminal repeats	1	11	0.4206	NA	0	0.0000	NA	NA
k127_2733	297	No terminal repeats	1	11	0.4190	NA	0	0.0000	NA	NA
k127_1917	239	No terminal repeats	1	11	0.4184	NA	0	0.0000	NA	NA
k127_9769	301	No terminal repeats	1	11	0.4156	NA	0	0.0000	NA	NA
k127_2767	294	No terminal repeats	1	11	0.4140	NA	0	0.0000	NA	NA
k127_3772	301	No terminal repeats	0	11	0.4134	NA	0	0.0000	NA	NA
k127_9862	300	No terminal repeats	1	11	0.4133	NA	0	0.0000	NA	NA
k127_1271	299	No terminal repeats	2	11	0.4125	NA	0	0.0000	NA	NA
k127_3307	301	No terminal repeats	1	11	0.4115	NA	0	0.0000	NA	NA
k127_9089	299	No terminal repeats	1	11	0.4112	NA	0	0.0000	NA	NA
k127_7660	290	No terminal repeats	1	11	0.4098	NA	0	0.0000	NA	NA
k127_997	300	No terminal repeats	1	11	0.4082	NA	0	0.0000	NA	NA
k127_6965	296	No terminal repeats	1	11	0.4076	NA	0	0.0000	NA	NA
k127_8069	298	No terminal repeats	1	11	0.4063	NA	0	0.0000	NA	NA
k127_3640	301	No terminal repeats	1	11	0.4060	NA	0	0.0000	NA	NA
k127_7694	297	No terminal repeats	1	11	0.4033	NA	0	0.0000	NA	NA
k127_8172	301	No terminal repeats	1	15	0.3996	NA	0	0.0000	NA	NA
k127_8175	254	No terminal repeats	1	15	0.3983	NA	0	0.0000	NA	NA
k127_8521	301	No terminal repeats	1	4	0.3975	NA	0	0.0000	NA	NA
k127_6387	292	No terminal repeats	1	11	0.3971	NA	0	0.0000	NA	NA
k127_9540	296	No terminal repeats	1	11	0.3934	NA	0	0.0000	NA	NA
k127_579	599	No terminal repeats	3	11	0.3932	NA	0	0.0000	NA	NA
k127_9496	301	No terminal repeats	1	11	0.3932	NA	0	0.0000	NA	NA
k127_8047	299	No terminal repeats	2	11	0.3916	NA	0	0.0000	NA	NA
k127_5400	276	No terminal repeats	2	11	0.3909	NA	0	0.0000	NA	NA
k127_7757	300	No terminal repeats	1	11	0.3907	NA	0	0.0000	NA	NA
k127_1025	301	No terminal repeats	1	11	0.3869	NA	0	0.0000	NA	NA
k127_4363	296	No terminal repeats	1	11	0.3859	NA	0	0.0000	NA	NA
k127_9930	336	No terminal repeats	1	11	0.3857	NA	0	0.0000	NA	NA
k127_7882	293	No terminal repeats	1	11	0.3856	NA	0	0.0000	NA	NA
k127_410	452	No terminal repeats	2	11	0.3849	NA	0	0.0000	NA	NA
k127_3350	880	No terminal repeats	2	11	0.3829	NA	0	0.0000	NA	NA
k127_338	301	No terminal repeats	1	11	0.3820	NA	0	0.0000	NA	NA
k127_8356	301	No terminal repeats	1	11	0.3811	NA	0	0.0000	NA	NA
k127_4081	276	No terminal repeats	2	11	0.3796	NA	0	0.0000	NA	NA
k127_5267	375	No terminal repeats	1	11	0.3794	NA	0	0.0000	NA	NA
k127_6827	300	No terminal repeats	1	11	0.3774	NA	0	0.0000	NA	NA
k127_9652	299	No terminal repeats	1	11	0.3766	NA	0	0.0000	NA	NA
k127_9018	293	No terminal repeats	2	11	0.3765	NA	0	0.0000	NA	NA
k127_6283	301	No terminal repeats	1	11	0.3761	NA	0	0.0000	NA	NA
k127_5918	301	No terminal repeats	1	11	0.3745	NA	0	0.0000	NA	NA
k127_1735	328	No terminal repeats	1	11	0.3744	NA	0	0.0000	NA	NA
k127_5011	296	No terminal repeats	1	11	0.3733	NA	0	0.0000	NA	NA
k127_5306	295	No terminal repeats	2	11	0.3725	NA	0	0.0000	NA	NA
k127_3292	301	No terminal repeats	2	11	0.3717	NA	0	0.0000	NA	NA
k127_2356	301	No terminal repeats	2	11	0.3710	NA	0	0.0000	NA	NA
k127_9761	570	No terminal repeats	1	11	0.3697	NA	0	0.0000	NA	NA
k127_2228	299	No terminal repeats	2	11	0.3684	NA	0	0.0000	NA	NA
k127_8798	296	No terminal repeats	2	4	0.3670	NA	0	0.0000	NA	NA
k127_5399	294	No terminal repeats	1	11	0.3669	NA	0	0.0000	NA	NA
k127_7845	301	No terminal repeats	1	15	0.3645	NA	0	0.0000	NA	NA
k127_2178	301	No terminal repeats	1	11	0.3632	NA	0	0.0000	NA	NA
k127_2670	390	No terminal repeats	1	11	0.3610	NA	0	0.0000	NA	NA
k127_7311	298	No terminal repeats	2	11	0.3600	NA	0	0.0000	NA	NA
k127_1034	300	No terminal repeats	2	11	0.3584	NA	0	0.0000	NA	NA
k127_6749	301	No terminal repeats	2	11	0.3562	NA	0	0.0000	NA	NA
k127_6596	288	No terminal repeats	1	11	0.3550	NA	0	0.0000	NA	NA
k127_9282	300	No terminal repeats	1	15	0.3538	NA	0	0.0000	NA	NA
k127_6282	301	No terminal repeats	2	11	0.3515	NA	0	0.0000	NA	NA
k127_8176	295	No terminal repeats	1	11	0.3429	NA	0	0.0000	NA	NA
