seq_name	length	topology	coordinates	n_genes	genetic_code	virus_score	fdr	n_hallmarks	marker_enrichment	taxonomy
k127_3693	9841	No terminal repeats	NA	17	11	0.9492	NA	1	6.0836	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
k127_8710	293	No terminal repeats	NA	1	15	0.9484	NA	0	1.2316	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
k127_6970	302	No terminal repeats	NA	1	11	0.9481	NA	1	1.3824	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
k127_7358	301	No terminal repeats	NA	1	11	0.9477	NA	0	1.7183	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
k127_1764	587	No terminal repeats	NA	2	11	0.9475	NA	0	2.6204	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
k127_9713	1912	No terminal repeats	NA	4	11	0.9457	NA	1	4.3068	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
k127_1061	246	No terminal repeats	NA	1	11	0.9450	NA	0	1.7183	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
k127_9958	296	No terminal repeats	NA	1	11	0.9436	NA	1	1.4941	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
k127_2182	236	No terminal repeats	NA	1	11	0.9422	NA	0	1.7183	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
k127_8949	228	No terminal repeats	NA	1	11	0.9418	NA	1	1.7183	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
k127_433	300	No terminal repeats	NA	1	11	0.9413	NA	0	1.7183	Viruses;Varidnaviria;Bamfordvirae;Nucleocytoviricota;Megaviricetes;Imitervirales
k127_5705	242	No terminal repeats	NA	1	11	0.9396	NA	0	1.7183	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
k127_7549	301	No terminal repeats	NA	1	11	0.9385	NA	0	1.7183	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
k127_7806	259	No terminal repeats	NA	1	11	0.9377	NA	0	1.4559	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
k127_8427	245	No terminal repeats	NA	2	11	0.9364	NA	0	1.7183	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
k127_3640	453	No terminal repeats	NA	1	11	0.9363	NA	0	1.7183	Unclassified
k127_9587	257	No terminal repeats	NA	1	11	0.9343	NA	0	1.7183	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
k127_3096	300	No terminal repeats	NA	1	11	0.9324	NA	0	1.7183	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
k127_9492	301	No terminal repeats	NA	1	11	0.9306	NA	1	1.4563	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
k127_6985	301	No terminal repeats	NA	1	11	0.9305	NA	0	1.7183	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
k127_7226	228	No terminal repeats	NA	2	11	0.9302	NA	0	1.4909	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
k127_407	229	No terminal repeats	NA	2	11	0.9298	NA	0	1.7183	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
k127_837	229	No terminal repeats	NA	2	11	0.9288	NA	1	1.7183	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
k127_9373	329	No terminal repeats	NA	2	11	0.9285	NA	0	1.7064	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
k127_7513	585	No terminal repeats	NA	1	11	0.9241	NA	1	1.7183	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
k127_6631	346	No terminal repeats	NA	1	11	0.9230	NA	0	1.7183	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
k127_1519	292	No terminal repeats	NA	2	11	0.9225	NA	0	1.7178	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
k127_6741	2256	No terminal repeats	NA	3	11	0.9207	NA	2	4.0438	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
k127_4535	297	No terminal repeats	NA	1	11	0.9196	NA	0	1.4533	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
k127_8713	2149	No terminal repeats	NA	4	11	0.9184	NA	2	5.6111	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
k127_3951	452	No terminal repeats	NA	1	11	0.9167	NA	0	1.4374	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
k127_1994	1443	No terminal repeats	NA	2	11	0.9112	NA	1	2.6089	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
k127_6510	528	No terminal repeats	NA	2	11	0.9095	NA	0	3.4182	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
k127_5660	12625	No terminal repeats	NA	23	11	0.9081	NA	2	7.3304	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
k127_4966	417	No terminal repeats	NA	2	11	0.9075	NA	0	1.7183	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
k127_4945	301	No terminal repeats	NA	2	11	0.9059	NA	1	1.7183	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
k127_8562	301	No terminal repeats	NA	1	11	0.9051	NA	0	1.1905	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
k127_3583	301	No terminal repeats	NA	2	11	0.9051	NA	0	1.7183	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
k127_2262	594	No terminal repeats	NA	1	11	0.9036	NA	1	1.7183	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
k127_5076	307	No terminal repeats	NA	2	11	0.9021	NA	1	1.3288	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
k127_7786	308	No terminal repeats	NA	1	11	0.9010	NA	0	1.7123	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
k127_2001	300	No terminal repeats	NA	1	11	0.9001	NA	0	1.3958	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
k127_7532	323	No terminal repeats	NA	2	11	0.8997	NA	1	1.7183	Unclassified
k127_2735	232	No terminal repeats	NA	1	11	0.8942	NA	0	1.4287	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
k127_3844	244	No terminal repeats	NA	1	11	0.8930	NA	0	1.3125	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
k127_6761	301	No terminal repeats	NA	1	11	0.8925	NA	0	1.4495	Viruses;Riboviria;Orthornavirae;Kitrinoviricota;Alsuviricetes;Martellivirales
k127_7784	272	No terminal repeats	NA	2	11	0.8878	NA	0	1.1786	Unclassified
k127_3768	1287	No terminal repeats	NA	3	11	0.8877	NA	0	2.9731	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
k127_8189	301	No terminal repeats	NA	2	11	0.8863	NA	0	1.7183	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
k127_3663	301	No terminal repeats	NA	1	11	0.8858	NA	0	1.0169	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
k127_9591	265	No terminal repeats	NA	1	11	0.8846	NA	1	1.1077	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
k127_7890	300	No terminal repeats	NA	2	11	0.8833	NA	0	0.8495	Unclassified
k127_9319	306	No terminal repeats	NA	1	11	0.8819	NA	0	1.2528	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
k127_5561	256	No terminal repeats	NA	1	11	0.8775	NA	0	1.7183	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
k127_1157	680	No terminal repeats	NA	2	11	0.8774	NA	0	2.4842	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
k127_7280	1409	No terminal repeats	NA	3	11	0.8765	NA	2	2.7117	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
k127_129	369	No terminal repeats	NA	1	11	0.8758	NA	0	1.1419	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
k127_3791	280	No terminal repeats	NA	1	11	0.8740	NA	1	1.4078	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
k127_9360	4937	No terminal repeats	NA	7	11	0.8738	NA	3	4.2318	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
k127_823	581	No terminal repeats	NA	1	11	0.8714	NA	0	1.7183	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
k127_7708	359	No terminal repeats	NA	1	11	0.8709	NA	1	1.7166	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
k127_4594	19949	No terminal repeats	NA	31	11	0.8689	NA	0	5.7748	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
k127_868	3424	No terminal repeats	NA	6	11	0.8662	NA	3	5.6069	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
k127_7979	265	No terminal repeats	NA	1	15	0.8624	NA	0	1.7105	Unclassified
k127_5079	301	No terminal repeats	NA	1	11	0.8624	NA	0	1.5293	Unclassified
k127_7562	389	No terminal repeats	NA	2	11	0.8561	NA	0	1.3613	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
k127_6164	1228	No terminal repeats	NA	2	11	0.8551	NA	0	1.4608	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
k127_594	301	No terminal repeats	NA	1	11	0.8540	NA	0	1.3281	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
k127_5620	264	No terminal repeats	NA	1	11	0.8451	NA	0	1.2805	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
k127_1339	274	No terminal repeats	NA	2	11	0.8448	NA	0	0.0000	Unclassified
k127_8818	551	No terminal repeats	NA	2	11	0.8408	NA	0	1.4849	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
k127_4284	247	No terminal repeats	NA	1	11	0.8397	NA	0	0.9949	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
k127_4645	635	No terminal repeats	NA	2	11	0.8385	NA	0	3.1716	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
k127_4046	257	No terminal repeats	NA	1	11	0.8288	NA	0	1.6772	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
k127_8333	298	No terminal repeats	NA	1	11	0.8284	NA	0	1.3281	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
k127_1431	302	DTR	NA	1	11	0.8243	NA	0	1.3240	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
k127_2218	311	No terminal repeats	NA	2	11	0.8216	NA	0	0.0000	Unclassified
k127_5307	255	No terminal repeats	NA	1	11	0.8200	NA	0	0.7617	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
k127_5284	312	No terminal repeats	NA	2	11	0.8181	NA	0	0.0000	Unclassified
k127_440	1366	No terminal repeats	NA	4	11	0.8176	NA	1	2.5308	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
k127_7737	260	No terminal repeats	NA	2	11	0.8156	NA	1	0.9481	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
k127_1927	287	No terminal repeats	NA	2	11	0.8150	NA	0	1.6930	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
k127_4228	230	No terminal repeats	NA	2	11	0.8146	NA	0	1.3022	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
k127_7288	237	No terminal repeats	NA	2	11	0.8123	NA	0	0.0000	Unclassified
k127_3642	1296	No terminal repeats	NA	2	11	0.8123	NA	0	1.7183	Unclassified
k127_7750	1188	No terminal repeats	NA	1	11	0.8104	NA	0	1.7183	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
k127_3261	524	No terminal repeats	NA	1	11	0.8102	NA	0	0.0000	Unclassified
k127_5514	234	No terminal repeats	NA	1	11	0.8083	NA	1	1.5379	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
k127_4181	311	No terminal repeats	NA	1	11	0.8035	NA	0	1.6488	Unclassified
k127_7296	1154	No terminal repeats	NA	2	11	0.8003	NA	0	1.7183	Unclassified
k127_7301	242	No terminal repeats	NA	1	11	0.7954	NA	0	1.7172	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
k127_8488	1682	No terminal repeats	NA	1	11	0.7948	NA	0	1.6897	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
k127_2462	301	No terminal repeats	NA	1	11	0.7912	NA	0	1.6539	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
k127_5180	436	No terminal repeats	NA	1	11	0.7906	NA	0	1.3240	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
k127_3727	226	No terminal repeats	NA	2	11	0.7876	NA	0	0.0000	Unclassified
k127_2369	482	No terminal repeats	NA	2	11	0.7858	NA	0	0.0000	Unclassified
k127_1308	593	No terminal repeats	NA	2	11	0.7846	NA	0	1.7183	Unclassified
k127_8027	277	No terminal repeats	NA	1	11	0.7777	NA	0	0.0000	Unclassified
k127_9637	301	No terminal repeats	NA	1	11	0.7772	NA	0	0.0000	Unclassified
k127_9743	410	No terminal repeats	NA	1	11	0.7764	NA	0	0.0000	Unclassified
k127_7935	359	No terminal repeats	NA	1	11	0.7755	NA	0	0.0000	Unclassified
k127_3680	561	No terminal repeats	NA	1	11	0.7742	NA	1	1.6889	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
k127_9868	331	No terminal repeats	NA	1	11	0.7740	NA	0	0.0000	Unclassified
k127_1858	695	No terminal repeats	NA	1	11	0.7721	NA	0	0.0000	Unclassified
k127_9676	271	No terminal repeats	NA	1	11	0.7712	NA	0	0.0000	Unclassified
k127_3224	294	No terminal repeats	NA	2	11	0.7711	NA	0	0.0000	Unclassified
k127_5108	226	No terminal repeats	NA	1	11	0.7709	NA	0	0.0000	Unclassified
k127_3084	301	No terminal repeats	NA	1	11	0.7703	NA	0	0.0000	Unclassified
k127_5522	260	No terminal repeats	NA	1	11	0.7686	NA	0	1.6180	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
k127_6956	301	No terminal repeats	NA	1	11	0.7678	NA	0	1.6959	Unclassified
k127_5918	270	No terminal repeats	NA	1	11	0.7665	NA	0	1.0224	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
k127_5245	244	No terminal repeats	NA	1	11	0.7664	NA	0	0.0000	Unclassified
k127_8484	300	No terminal repeats	NA	1	11	0.7663	NA	0	1.4495	Viruses;Riboviria;Orthornavirae;Kitrinoviricota;Alsuviricetes;Martellivirales
k127_4508	1811	No terminal repeats	NA	2	11	0.7628	NA	1	1.2498	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
k127_3756	248	No terminal repeats	NA	1	11	0.7628	NA	0	0.0000	Unclassified
k127_3633	243	No terminal repeats	NA	1	11	0.7615	NA	0	0.0000	Unclassified
k127_5508	242	No terminal repeats	NA	1	11	0.7613	NA	0	0.0000	Unclassified
k127_6724	499	No terminal repeats	NA	1	11	0.7605	NA	0	0.0000	Unclassified
k127_8708	301	No terminal repeats	NA	2	11	0.7595	NA	0	1.6326	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
k127_8110	291	No terminal repeats	NA	1	11	0.7590	NA	0	0.0000	Unclassified
k127_4077	970	No terminal repeats	NA	3	11	0.7579	NA	1	1.8994	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
k127_9745	343	No terminal repeats	NA	1	11	0.7577	NA	0	0.0000	Unclassified
k127_9447	301	No terminal repeats	NA	2	11	0.7562	NA	0	0.0000	Unclassified
k127_1346	307	No terminal repeats	NA	1	11	0.7556	NA	0	0.0000	Unclassified
k127_3780	301	No terminal repeats	NA	1	11	0.7551	NA	0	0.0000	Unclassified
k127_7954	348	No terminal repeats	NA	1	11	0.7549	NA	0	0.0000	Unclassified
k127_8093	1008	No terminal repeats	NA	2	11	0.7546	NA	0	1.7183	Unclassified
k127_96	226	No terminal repeats	NA	2	11	0.7546	NA	0	0.0000	Unclassified
k127_2213	239	No terminal repeats	NA	1	11	0.7544	NA	0	0.0000	Unclassified
k127_7607	306	No terminal repeats	NA	1	11	0.7530	NA	0	0.0000	Unclassified
k127_1870	268	No terminal repeats	NA	2	11	0.7530	NA	0	0.0000	Unclassified
k127_7870	311	No terminal repeats	NA	1	11	0.7530	NA	0	0.0000	Unclassified
k127_3787	462	No terminal repeats	NA	1	11	0.7520	NA	0	0.0000	Unclassified
k127_9165	300	No terminal repeats	NA	2	11	0.7507	NA	0	0.0000	Unclassified
k127_9649	301	No terminal repeats	NA	1	11	0.7501	NA	0	0.0000	Unclassified
k127_9655	295	No terminal repeats	NA	1	11	0.7500	NA	0	0.0000	Unclassified
k127_2856	227	No terminal repeats	NA	1	11	0.7499	NA	0	0.0000	Unclassified
k127_541	369	No terminal repeats	NA	1	11	0.7483	NA	0	0.0000	Unclassified
k127_6047	484	No terminal repeats	NA	1	11	0.7474	NA	0	1.0822	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
k127_3182	301	No terminal repeats	NA	1	11	0.7473	NA	0	1.3281	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
k127_484	501	No terminal repeats	NA	1	11	0.7471	NA	0	0.0000	Unclassified
k127_611	582	No terminal repeats	NA	2	11	0.7467	NA	0	1.7183	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
k127_2869	242	No terminal repeats	NA	2	11	0.7466	NA	0	0.0000	Unclassified
k127_6643	460	No terminal repeats	NA	1	11	0.7451	NA	0	0.0000	Unclassified
k127_4083	282	No terminal repeats	NA	1	11	0.7443	NA	0	0.0000	Unclassified
k127_5363	233	No terminal repeats	NA	2	11	0.7443	NA	0	0.0000	Unclassified
k127_6592	266	No terminal repeats	NA	1	11	0.7439	NA	0	0.0000	Unclassified
k127_3370	383	No terminal repeats	NA	1	11	0.7439	NA	0	0.0000	Unclassified
k127_5063	301	No terminal repeats	NA	1	11	0.7432	NA	0	0.0000	Unclassified
k127_7474	449	No terminal repeats	NA	1	11	0.7430	NA	0	0.0000	Unclassified
k127_917	253	No terminal repeats	NA	1	11	0.7428	NA	0	0.0000	Unclassified
k127_4665	237	No terminal repeats	NA	1	11	0.7428	NA	0	0.0000	Unclassified
k127_6049	238	No terminal repeats	NA	1	11	0.7425	NA	0	1.6536	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
k127_7096	301	No terminal repeats	NA	1	11	0.7423	NA	0	0.0000	Unclassified
k127_6716	366	No terminal repeats	NA	1	11	0.7419	NA	0	0.0000	Unclassified
k127_9110	238	No terminal repeats	NA	1	15	0.7418	NA	0	1.4230	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
k127_5229	301	No terminal repeats	NA	1	11	0.7406	NA	0	0.0000	Unclassified
k127_1584	285	No terminal repeats	NA	1	15	0.7403	NA	0	0.0000	Unclassified
k127_7145	336	No terminal repeats	NA	1	11	0.7401	NA	0	0.0000	Unclassified
k127_8733	363	No terminal repeats	NA	1	11	0.7398	NA	0	0.0000	Unclassified
k127_1889	280	No terminal repeats	NA	1	11	0.7393	NA	0	0.0000	Unclassified
k127_8171	560	No terminal repeats	NA	1	11	0.7390	NA	0	0.0000	Unclassified
k127_4874	301	No terminal repeats	NA	1	11	0.7390	NA	0	0.0000	Unclassified
k127_7068	413	No terminal repeats	NA	1	11	0.7387	NA	0	0.0000	Unclassified
k127_9407	346	No terminal repeats	NA	1	11	0.7385	NA	0	0.0000	Unclassified
k127_4869	301	No terminal repeats	NA	1	11	0.7384	NA	0	0.0000	Unclassified
k127_6815	235	No terminal repeats	NA	1	11	0.7384	NA	0	0.0000	Unclassified
k127_7324	510	No terminal repeats	NA	1	11	0.7384	NA	0	0.0000	Unclassified
k127_3602	334	No terminal repeats	NA	1	11	0.7383	NA	0	0.0000	Unclassified
k127_482	283	No terminal repeats	NA	1	11	0.7381	NA	0	0.0000	Unclassified
k127_9699	232	No terminal repeats	NA	1	11	0.7379	NA	0	0.0000	Unclassified
k127_4758	301	No terminal repeats	NA	1	11	0.7379	NA	0	0.0000	Unclassified
k127_39	271	No terminal repeats	NA	1	11	0.7376	NA	0	0.0000	Unclassified
k127_9777	235	No terminal repeats	NA	1	11	0.7375	NA	0	0.0000	Unclassified
k127_2313	334	No terminal repeats	NA	1	11	0.7374	NA	0	0.0000	Unclassified
k127_9666	244	No terminal repeats	NA	1	11	0.7371	NA	0	0.0000	Unclassified
k127_6533	301	No terminal repeats	NA	1	11	0.7364	NA	0	0.0000	Unclassified
k127_2974	326	No terminal repeats	NA	1	11	0.7360	NA	0	0.0000	Unclassified
k127_515	300	No terminal repeats	NA	3	11	0.7356	NA	0	0.0000	Unclassified
k127_8022	259	No terminal repeats	NA	1	11	0.7354	NA	0	0.0000	Unclassified
k127_8327	291	No terminal repeats	NA	2	11	0.7345	NA	0	0.0000	Unclassified
k127_5202	292	No terminal repeats	NA	1	11	0.7339	NA	0	0.0000	Unclassified
k127_307	301	No terminal repeats	NA	1	11	0.7323	NA	0	0.0000	Unclassified
k127_3498	302	No terminal repeats	NA	1	11	0.7323	NA	0	0.0000	Unclassified
k127_4033	298	No terminal repeats	NA	1	11	0.7319	NA	0	0.0000	Unclassified
k127_7420	300	No terminal repeats	NA	1	11	0.7311	NA	0	0.0000	Unclassified
k127_2051	243	No terminal repeats	NA	1	11	0.7310	NA	0	0.0000	Unclassified
k127_10020	368	DTR	NA	2	11	0.7307	NA	0	0.0000	Unclassified
k127_7218	377	No terminal repeats	NA	1	11	0.7305	NA	0	0.0000	Unclassified
k127_7228	471	No terminal repeats	NA	1	11	0.7302	NA	0	0.0000	Unclassified
