seq_name	length	topology	coordinates	n_genes	genetic_code	virus_score	fdr	n_hallmarks	marker_enrichment	taxonomy
k127_9773	508	No terminal repeats	NA	1	11	0.9715	NA	0	1.7183	Viruses;Riboviria;Orthornavirae;Duplornaviricota;Chrymotiviricetes;Ghabrivirales
k127_3866	249	No terminal repeats	NA	2	11	0.9715	NA	0	1.7183	Viruses;Riboviria;Orthornavirae;Kitrinoviricota;Alsuviricetes;Martellivirales
k127_2869	1252	No terminal repeats	NA	2	11	0.9715	NA	2	3.4366	Viruses;Riboviria;Orthornavirae;Pisuviricota;Pisoniviricetes;Picornavirales;Picornaviridae
k127_4361	253	No terminal repeats	NA	1	11	0.9714	NA	0	1.7183	Viruses;Riboviria;Orthornavirae;Kitrinoviricota;Alsuviricetes;Martellivirales
k127_3189	302	No terminal repeats	NA	1	11	0.9714	NA	0	1.7183	Viruses;Riboviria;Orthornavirae;Kitrinoviricota;Alsuviricetes;Martellivirales
k127_6337	267	No terminal repeats	NA	1	11	0.9712	NA	0	1.7183	Viruses;Riboviria;Orthornavirae;Kitrinoviricota;Alsuviricetes;Martellivirales
k127_2305	244	No terminal repeats	NA	1	11	0.9712	NA	0	1.7183	Unclassified
k127_10457	523	No terminal repeats	NA	1	11	0.9710	NA	1	1.7183	Viruses;Riboviria;Orthornavirae;Duplornaviricota;Chrymotiviricetes;Ghabrivirales
k127_6498	240	No terminal repeats	NA	2	11	0.9709	NA	0	1.7183	Viruses;Riboviria;Orthornavirae;Kitrinoviricota;Alsuviricetes;Martellivirales
k127_7222	253	No terminal repeats	NA	1	11	0.9708	NA	0	1.7183	Viruses;Riboviria;Orthornavirae;Kitrinoviricota;Alsuviricetes;Martellivirales
k127_11095	252	No terminal repeats	NA	1	11	0.9708	NA	0	1.7183	Viruses;Riboviria;Orthornavirae;Kitrinoviricota;Alsuviricetes;Martellivirales
k127_8347	301	No terminal repeats	NA	1	11	0.9708	NA	1	1.7183	Viruses;Riboviria;Orthornavirae;Kitrinoviricota;Alsuviricetes;Martellivirales
k127_7753	15326	DTR	NA	2	11	0.9707	NA	1	3.4366	Viruses;Riboviria;Orthornavirae;Kitrinoviricota;Alsuviricetes;Martellivirales;Endornaviridae
k127_10173	311	No terminal repeats	NA	1	11	0.9707	NA	0	1.7183	Viruses;Riboviria;Orthornavirae;Kitrinoviricota;Alsuviricetes;Martellivirales
k127_3151	3303	No terminal repeats	NA	1	11	0.9707	NA	1	1.7183	Viruses;Riboviria;Orthornavirae;Duplornaviricota;Resentoviricetes;Reovirales
k127_7857	204	No terminal repeats	NA	1	11	0.9706	NA	0	1.7183	Unclassified
k127_6434	250	No terminal repeats	NA	1	11	0.9706	NA	0	1.7183	Viruses;Riboviria;Orthornavirae;Kitrinoviricota;Alsuviricetes;Martellivirales
k127_6737	588	No terminal repeats	NA	1	11	0.9705	NA	1	1.7183	Viruses;Riboviria;Orthornavirae;Kitrinoviricota;Tolucaviricetes;Tolivirales
k127_8899	807	No terminal repeats	NA	1	11	0.9705	NA	1	1.7183	Viruses;Riboviria;Orthornavirae;Duplornaviricota;Chrymotiviricetes;Ghabrivirales
k127_8121	323	No terminal repeats	NA	1	11	0.9704	NA	1	1.7183	Viruses;Riboviria;Orthornavirae;Duplornaviricota;Chrymotiviricetes;Ghabrivirales
k127_6847	328	No terminal repeats	NA	2	15	0.9703	NA	0	1.7183	Viruses;Riboviria;Orthornavirae;Kitrinoviricota;Alsuviricetes;Martellivirales
k127_2874	301	No terminal repeats	NA	1	11	0.9703	NA	0	1.7183	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
k127_2148	446	No terminal repeats	NA	1	11	0.9703	NA	1	1.7183	Viruses;Riboviria;Orthornavirae;Lenarviricota;Leviviricetes
k127_10995	263	No terminal repeats	NA	1	11	0.9702	NA	0	1.7183	Viruses;Riboviria;Orthornavirae;Kitrinoviricota;Alsuviricetes;Martellivirales
k127_4920	415	No terminal repeats	NA	1	11	0.9702	NA	1	1.7183	Viruses;Riboviria;Orthornavirae;Duplornaviricota;Chrymotiviricetes;Ghabrivirales
k127_7168	297	No terminal repeats	NA	1	11	0.9702	NA	0	1.7183	Viruses;Riboviria;Orthornavirae;Kitrinoviricota;Alsuviricetes;Martellivirales
k127_5447	327	No terminal repeats	NA	1	11	0.9701	NA	0	1.7183	Viruses;Riboviria;Orthornavirae;Kitrinoviricota;Alsuviricetes;Martellivirales
k127_2329	521	No terminal repeats	NA	1	11	0.9701	NA	0	1.7183	Viruses;Riboviria;Orthornavirae;Pisuviricota;Duplopiviricetes;Durnavirales
k127_2262	487	No terminal repeats	NA	1	11	0.9701	NA	1	1.7183	Viruses;Riboviria;Orthornavirae;Duplornaviricota;Chrymotiviricetes;Ghabrivirales
k127_1908	361	No terminal repeats	NA	1	11	0.9700	NA	1	1.7183	Viruses;Riboviria;Orthornavirae;Duplornaviricota;Chrymotiviricetes;Ghabrivirales
k127_10888	467	No terminal repeats	NA	1	11	0.9699	NA	0	1.7183	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
k127_3349	292	No terminal repeats	NA	1	11	0.9698	NA	1	1.7183	Viruses;Riboviria;Orthornavirae;Lenarviricota;Leviviricetes
k127_10249	253	No terminal repeats	NA	1	11	0.9698	NA	0	1.7183	Viruses;Riboviria;Orthornavirae;Kitrinoviricota;Alsuviricetes;Martellivirales
k127_6579	314	No terminal repeats	NA	1	11	0.9697	NA	0	1.7183	Viruses;Riboviria;Orthornavirae;Kitrinoviricota;Alsuviricetes;Martellivirales
k127_7718	269	No terminal repeats	NA	1	11	0.9696	NA	0	1.7183	Viruses;Riboviria;Orthornavirae;Kitrinoviricota;Alsuviricetes;Martellivirales
k127_2762	299	No terminal repeats	NA	1	11	0.9696	NA	0	1.7183	Viruses;Riboviria;Orthornavirae;Kitrinoviricota;Alsuviricetes;Martellivirales
k127_922	436	No terminal repeats	NA	1	11	0.9695	NA	1	1.7183	Viruses;Riboviria;Orthornavirae;Duplornaviricota;Chrymotiviricetes;Ghabrivirales
k127_3316	720	No terminal repeats	NA	1	11	0.9695	NA	1	1.7183	Viruses;Riboviria;Orthornavirae;Duplornaviricota;Resentoviricetes;Reovirales
k127_4824	305	No terminal repeats	NA	1	11	0.9695	NA	1	1.7183	Viruses;Riboviria;Orthornavirae;Kitrinoviricota;Alsuviricetes;Martellivirales
k127_9218	244	No terminal repeats	NA	1	11	0.9694	NA	0	1.7183	Viruses;Riboviria;Orthornavirae;Kitrinoviricota;Alsuviricetes;Martellivirales
k127_9548	373	No terminal repeats	NA	1	11	0.9694	NA	1	1.7183	Viruses;Riboviria;Orthornavirae;Duplornaviricota;Resentoviricetes;Reovirales
k127_6183	253	No terminal repeats	NA	1	11	0.9694	NA	0	1.7183	Viruses;Riboviria;Orthornavirae;Kitrinoviricota;Alsuviricetes;Martellivirales
k127_3215	357	No terminal repeats	NA	1	15	0.9693	NA	1	1.7183	Viruses;Riboviria;Orthornavirae;Kitrinoviricota;Alsuviricetes;Martellivirales
k127_4434	347	No terminal repeats	NA	1	11	0.9693	NA	0	1.7183	Viruses;Riboviria;Orthornavirae;Kitrinoviricota;Alsuviricetes;Martellivirales
k127_6420	417	No terminal repeats	NA	1	11	0.9693	NA	1	1.7183	Viruses;Riboviria;Orthornavirae;Duplornaviricota;Chrymotiviricetes;Ghabrivirales
k127_14	301	No terminal repeats	NA	1	11	0.9693	NA	1	1.7183	Viruses;Riboviria;Orthornavirae;Duplornaviricota;Chrymotiviricetes;Ghabrivirales
k127_7137	249	No terminal repeats	NA	1	11	0.9693	NA	0	1.7183	Viruses;Riboviria;Orthornavirae;Kitrinoviricota;Alsuviricetes;Martellivirales
k127_1000	605	No terminal repeats	NA	1	11	0.9692	NA	1	1.7183	Viruses;Riboviria;Orthornavirae;Duplornaviricota;Resentoviricetes;Reovirales
k127_10456	473	No terminal repeats	NA	1	11	0.9692	NA	0	1.7183	Viruses;Riboviria;Orthornavirae;Kitrinoviricota;Alsuviricetes;Martellivirales
k127_5202	446	No terminal repeats	NA	1	11	0.9692	NA	1	1.7183	Viruses;Riboviria;Orthornavirae;Duplornaviricota;Vidaverviricetes;Mindivirales
k127_6306	473	No terminal repeats	NA	1	11	0.9691	NA	1	1.7183	Viruses;Riboviria;Orthornavirae;Lenarviricota;Leviviricetes
k127_9019	14678	No terminal repeats	NA	4	11	0.9690	NA	1	3.4366	Viruses;Riboviria;Orthornavirae;Kitrinoviricota;Alsuviricetes;Martellivirales;Endornaviridae
k127_11530	338	No terminal repeats	NA	1	11	0.9690	NA	1	1.7183	Viruses;Riboviria;Orthornavirae;Duplornaviricota;Resentoviricetes;Reovirales
k127_4716	232	No terminal repeats	NA	1	11	0.9690	NA	0	1.7183	Viruses;Riboviria;Orthornavirae;Kitrinoviricota;Alsuviricetes;Martellivirales
k127_163	352	No terminal repeats	NA	1	15	0.9689	NA	0	1.7183	Viruses;Riboviria;Orthornavirae;Lenarviricota
k127_10988	250	No terminal repeats	NA	1	11	0.9689	NA	0	1.7183	Viruses;Riboviria;Orthornavirae;Kitrinoviricota;Alsuviricetes;Martellivirales
k127_1971	192	No terminal repeats	NA	1	11	0.9688	NA	0	1.7183	Viruses;Riboviria;Orthornavirae;Kitrinoviricota;Alsuviricetes;Martellivirales
k127_1528	259	No terminal repeats	NA	1	11	0.9688	NA	0	1.7183	Viruses;Riboviria;Orthornavirae;Duplornaviricota;Chrymotiviricetes;Ghabrivirales
k127_1552	3101	No terminal repeats	NA	1	11	0.9687	NA	0	1.7183	Viruses;Riboviria;Orthornavirae;Duplornaviricota;Chrymotiviricetes;Ghabrivirales
k127_7808	335	No terminal repeats	NA	1	11	0.9687	NA	1	1.7183	Viruses;Riboviria;Orthornavirae;Kitrinoviricota;Alsuviricetes;Martellivirales
k127_4603	3685	No terminal repeats	NA	1	11	0.9687	NA	1	1.7183	Viruses;Riboviria;Orthornavirae
k127_10018	301	No terminal repeats	NA	1	11	0.9686	NA	0	1.7183	Unclassified
k127_816	233	No terminal repeats	NA	1	11	0.9686	NA	0	1.7183	Viruses;Riboviria;Orthornavirae;Kitrinoviricota;Alsuviricetes;Martellivirales
k127_4909	405	No terminal repeats	NA	1	11	0.9686	NA	0	1.7183	Viruses;Riboviria;Orthornavirae;Kitrinoviricota;Alsuviricetes;Martellivirales
k127_6335	244	No terminal repeats	NA	1	11	0.9685	NA	0	1.7183	Viruses;Riboviria;Orthornavirae;Kitrinoviricota;Alsuviricetes;Martellivirales
k127_2703	175	No terminal repeats	NA	1	11	0.9685	NA	0	1.7183	Unclassified
k127_6551	486	No terminal repeats	NA	1	11	0.9685	NA	0	1.7183	Viruses;Riboviria;Orthornavirae;Kitrinoviricota;Alsuviricetes;Martellivirales
k127_4500	479	No terminal repeats	NA	1	15	0.9684	NA	0	1.7183	Viruses;Riboviria;Orthornavirae;Kitrinoviricota;Alsuviricetes;Martellivirales
k127_6065	234	No terminal repeats	NA	1	11	0.9684	NA	0	1.7183	Viruses;Riboviria;Orthornavirae;Kitrinoviricota;Alsuviricetes;Martellivirales
k127_6292	610	No terminal repeats	NA	1	11	0.9683	NA	1	1.7183	Viruses;Riboviria;Orthornavirae;Duplornaviricota;Chrymotiviricetes;Ghabrivirales
k127_2096	706	No terminal repeats	NA	1	11	0.9682	NA	1	1.7183	Viruses;Riboviria;Orthornavirae;Duplornaviricota;Resentoviricetes;Reovirales
k127_10827	301	No terminal repeats	NA	1	11	0.9681	NA	0	1.7183	Viruses;Riboviria;Orthornavirae;Kitrinoviricota;Alsuviricetes;Martellivirales
k127_373	296	No terminal repeats	NA	1	11	0.9681	NA	0	1.7183	Viruses;Riboviria;Orthornavirae;Kitrinoviricota;Alsuviricetes;Martellivirales
k127_5155	257	No terminal repeats	NA	2	11	0.9680	NA	0	1.7183	Viruses;Riboviria;Orthornavirae;Kitrinoviricota;Alsuviricetes;Martellivirales
k127_5901	377	No terminal repeats	NA	1	11	0.9680	NA	0	1.7183	Viruses;Riboviria;Orthornavirae;Kitrinoviricota;Alsuviricetes;Martellivirales
k127_7888	227	No terminal repeats	NA	1	11	0.9680	NA	0	1.7183	Viruses;Riboviria;Orthornavirae;Pisuviricota;Pisoniviricetes;Picornavirales
k127_10484	353	No terminal repeats	NA	1	11	0.9680	NA	1	1.7183	Viruses;Riboviria;Orthornavirae;Duplornaviricota;Chrymotiviricetes;Ghabrivirales
k127_8975	334	No terminal repeats	NA	1	11	0.9680	NA	0	1.7183	Viruses;Riboviria;Orthornavirae;Kitrinoviricota;Alsuviricetes;Martellivirales
k127_5975	496	No terminal repeats	NA	1	11	0.9680	NA	1	1.7183	Viruses;Riboviria;Orthornavirae;Duplornaviricota;Resentoviricetes;Reovirales
k127_8914	337	No terminal repeats	NA	1	11	0.9679	NA	1	1.7183	Viruses;Riboviria;Orthornavirae;Duplornaviricota;Chrymotiviricetes;Ghabrivirales
k127_5187	252	No terminal repeats	NA	1	11	0.9678	NA	0	1.7183	Viruses;Riboviria;Orthornavirae;Kitrinoviricota;Alsuviricetes;Martellivirales
k127_1065	283	No terminal repeats	NA	1	11	0.9678	NA	0	1.7183	Viruses;Riboviria;Orthornavirae;Kitrinoviricota;Alsuviricetes;Martellivirales
k127_2439	301	No terminal repeats	NA	1	11	0.9678	NA	0	1.7183	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
k127_5088	543	No terminal repeats	NA	1	11	0.9678	NA	1	1.7183	Viruses;Riboviria;Orthornavirae;Duplornaviricota;Chrymotiviricetes;Ghabrivirales
k127_11328	226	No terminal repeats	NA	1	11	0.9678	NA	0	1.7183	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
k127_5165	490	No terminal repeats	NA	1	11	0.9677	NA	1	1.7183	Viruses;Riboviria;Orthornavirae;Kitrinoviricota;Alsuviricetes;Hepelivirales
k127_2634	253	No terminal repeats	NA	1	11	0.9676	NA	0	1.7183	Viruses;Riboviria;Orthornavirae;Kitrinoviricota;Alsuviricetes;Martellivirales
k127_6707	351	No terminal repeats	NA	1	11	0.9676	NA	1	1.7183	Viruses;Riboviria;Orthornavirae;Pisuviricota;Pisoniviricetes;Picornavirales
k127_5857	267	No terminal repeats	NA	1	11	0.9676	NA	0	1.7183	Viruses;Riboviria;Orthornavirae;Lenarviricota;Leviviricetes
k127_5461	440	No terminal repeats	NA	1	11	0.9674	NA	0	1.7183	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
k127_9066	1319	No terminal repeats	NA	1	11	0.9672	NA	1	1.7183	Viruses;Riboviria;Orthornavirae;Duplornaviricota;Chrymotiviricetes;Ghabrivirales
k127_9078	275	No terminal repeats	NA	2	11	0.9672	NA	0	1.7183	Unclassified
k127_901	614	No terminal repeats	NA	1	11	0.9672	NA	0	1.7183	Viruses;Riboviria;Orthornavirae;Duplornaviricota;Chrymotiviricetes;Ghabrivirales
k127_5659	361	No terminal repeats	NA	1	11	0.9671	NA	0	1.7183	Unclassified
k127_9461	469	No terminal repeats	NA	1	11	0.9670	NA	0	1.7183	Viruses;Riboviria;Orthornavirae;Kitrinoviricota;Alsuviricetes;Martellivirales
k127_3584	253	No terminal repeats	NA	1	11	0.9670	NA	0	1.7183	Viruses;Riboviria;Orthornavirae;Kitrinoviricota;Alsuviricetes;Martellivirales
k127_563	284	No terminal repeats	NA	1	11	0.9670	NA	0	1.7183	Viruses;Riboviria;Orthornavirae;Kitrinoviricota;Alsuviricetes;Martellivirales
k127_410	519	No terminal repeats	NA	1	11	0.9669	NA	1	1.5528	Viruses;Monodnaviria;Sangervirae;Phixviricota;Malgrandaviricetes;Petitvirales
k127_7387	258	No terminal repeats	NA	1	11	0.9668	NA	0	1.7183	Viruses;Riboviria;Orthornavirae;Kitrinoviricota;Alsuviricetes;Martellivirales
k127_1719	270	No terminal repeats	NA	1	11	0.9667	NA	0	1.7183	Viruses;Riboviria;Orthornavirae;Kitrinoviricota;Alsuviricetes;Martellivirales
k127_9661	795	No terminal repeats	NA	1	11	0.9667	NA	1	1.7183	Viruses;Riboviria;Orthornavirae
k127_379	465	No terminal repeats	NA	1	11	0.9666	NA	1	1.7183	Viruses;Riboviria;Orthornavirae;Duplornaviricota;Chrymotiviricetes;Ghabrivirales
k127_11625	736	No terminal repeats	NA	1	11	0.9666	NA	1	1.7183	Viruses;Riboviria;Orthornavirae;Duplornaviricota;Resentoviricetes;Reovirales
k127_4998	376	No terminal repeats	NA	1	11	0.9666	NA	1	1.7183	Viruses;Riboviria;Orthornavirae;Lenarviricota;Howeltoviricetes;Cryppavirales
k127_7463	294	No terminal repeats	NA	1	11	0.9665	NA	0	1.7183	Viruses;Riboviria;Orthornavirae;Kitrinoviricota;Alsuviricetes;Martellivirales
k127_5895	188	No terminal repeats	NA	1	11	0.9665	NA	0	1.7183	Viruses;Riboviria;Orthornavirae;Kitrinoviricota;Alsuviricetes;Martellivirales
k127_10922	534	No terminal repeats	NA	1	11	0.9664	NA	1	1.7183	Viruses;Riboviria;Orthornavirae;Duplornaviricota;Chrymotiviricetes;Ghabrivirales
k127_2407	244	No terminal repeats	NA	1	11	0.9664	NA	0	1.7183	Viruses;Riboviria;Orthornavirae;Kitrinoviricota;Alsuviricetes;Martellivirales
k127_4304	252	No terminal repeats	NA	1	11	0.9662	NA	0	1.7183	Viruses;Riboviria;Orthornavirae;Kitrinoviricota;Alsuviricetes;Martellivirales
k127_5707	948	No terminal repeats	NA	1	11	0.9661	NA	1	1.7183	Viruses;Riboviria;Orthornavirae;Duplornaviricota;Resentoviricetes;Reovirales
k127_8004	721	No terminal repeats	NA	1	11	0.9661	NA	1	1.7183	Viruses;Riboviria;Orthornavirae;Duplornaviricota;Chrymotiviricetes;Ghabrivirales
k127_8886	519	No terminal repeats	NA	1	11	0.9660	NA	0	1.7183	Viruses;Riboviria;Orthornavirae;Duplornaviricota;Chrymotiviricetes;Ghabrivirales
k127_10579	202	No terminal repeats	NA	1	11	0.9659	NA	0	1.7183	Viruses;Riboviria;Orthornavirae;Kitrinoviricota;Alsuviricetes;Martellivirales
k127_10928	282	No terminal repeats	NA	1	11	0.9659	NA	0	1.7183	Viruses;Riboviria;Orthornavirae;Kitrinoviricota;Alsuviricetes;Martellivirales
k127_9494	301	No terminal repeats	NA	1	11	0.9657	NA	0	1.7183	Viruses;Riboviria;Orthornavirae;Duplornaviricota;Chrymotiviricetes;Ghabrivirales
k127_10890	423	No terminal repeats	NA	1	11	0.9656	NA	1	1.7183	Viruses;Riboviria;Orthornavirae;Duplornaviricota;Chrymotiviricetes;Ghabrivirales
k127_7662	330	No terminal repeats	NA	1	11	0.9655	NA	1	1.7183	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
k127_5874	181	No terminal repeats	NA	1	11	0.9654	NA	0	1.7183	Viruses;Riboviria;Orthornavirae;Kitrinoviricota;Alsuviricetes;Martellivirales
k127_9628	238	No terminal repeats	NA	1	11	0.9654	NA	0	1.7183	Viruses;Riboviria;Orthornavirae;Kitrinoviricota;Alsuviricetes;Martellivirales
k127_4623	4460	No terminal repeats	NA	2	11	0.9653	NA	1	1.7183	Viruses;Riboviria;Orthornavirae
k127_291	620	No terminal repeats	NA	1	11	0.9652	NA	1	1.7183	Viruses;Riboviria;Orthornavirae
k127_9511	451	No terminal repeats	NA	1	11	0.9651	NA	1	1.7183	Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales
k127_7882	730	No terminal repeats	NA	1	11	0.9651	NA	1	1.7183	Viruses;Riboviria;Orthornavirae;Duplornaviricota;Chrymotiviricetes;Ghabrivirales
k127_5221	725	No terminal repeats	NA	1	11	0.9651	NA	0	1.7183	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
k127_10021	244	No terminal repeats	NA	1	15	0.9650	NA	0	1.7183	Unclassified
k127_7276	1103	No terminal repeats	NA	2	11	0.9648	NA	0	1.7183	Viruses;Riboviria;Orthornavirae;Pisuviricota;Duplopiviricetes;Durnavirales
k127_7734	412	No terminal repeats	NA	1	11	0.9648	NA	1	1.7183	Viruses;Riboviria;Orthornavirae;Duplornaviricota;Chrymotiviricetes;Ghabrivirales
k127_8536	537	No terminal repeats	NA	1	11	0.9648	NA	1	1.7183	Viruses;Riboviria;Orthornavirae;Lenarviricota;Leviviricetes
k127_8192	152	No terminal repeats	NA	1	11	0.9647	NA	0	1.7183	Viruses;Riboviria;Orthornavirae;Kitrinoviricota;Alsuviricetes;Martellivirales
k127_5946	356	No terminal repeats	NA	1	11	0.9647	NA	0	1.7183	Unclassified
k127_7843	301	No terminal repeats	NA	1	11	0.9647	NA	0	1.7183	Viruses;Riboviria
k127_8485	300	No terminal repeats	NA	1	11	0.9646	NA	0	1.7183	Unclassified
k127_4548	413	No terminal repeats	NA	1	11	0.9644	NA	0	1.7183	Viruses;Riboviria;Orthornavirae;Kitrinoviricota;Alsuviricetes;Martellivirales
k127_4334	1735	No terminal repeats	NA	1	11	0.9644	NA	1	1.7183	Viruses;Riboviria;Orthornavirae;Duplornaviricota;Vidaverviricetes;Mindivirales
