seq_name	length	topology	coordinates	n_genes	genetic_code	virus_score	fdr	n_hallmarks	marker_enrichment	taxonomy
k127_6489	228	No terminal repeats	NA	1	11	0.8891	NA	1	1.3131	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
k127_8402	1101	No terminal repeats	NA	1	11	0.8848	NA	0	1.7183	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
k127_9281	274	No terminal repeats	NA	1	11	0.8842	NA	0	1.0169	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
k127_5877	266	No terminal repeats	NA	1	11	0.8840	NA	0	1.7102	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
k127_9479	326	No terminal repeats	NA	2	11	0.8813	NA	1	1.0925	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
k127_7983	383	No terminal repeats	NA	1	11	0.8798	NA	0	1.2458	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
k127_8617	253	No terminal repeats	NA	1	11	0.8774	NA	0	1.7183	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
k127_5412	294	No terminal repeats	NA	2	11	0.8772	NA	0	1.7172	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
k127_10723	466	No terminal repeats	NA	2	11	0.8767	NA	0	1.7183	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
k127_675	433	No terminal repeats	NA	1	11	0.8741	NA	0	1.7183	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
k127_5231	455	No terminal repeats	NA	2	11	0.8739	NA	0	1.4533	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
k127_11212	301	No terminal repeats	NA	1	11	0.8736	NA	0	1.2748	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
k127_10770	300	No terminal repeats	NA	1	11	0.8704	NA	0	1.3453	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
k127_9896	19946	No terminal repeats	NA	30	11	0.8693	NA	0	4.8852	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
k127_7823	310	No terminal repeats	NA	1	11	0.8675	NA	0	1.7118	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
k127_1991	627	No terminal repeats	NA	2	11	0.8646	NA	0	1.7183	Unclassified
k127_8651	247	No terminal repeats	NA	2	11	0.8641	NA	1	1.7007	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
k127_816	543	No terminal repeats	NA	1	11	0.8634	NA	0	1.7183	Unclassified
k127_7320	253	No terminal repeats	NA	1	11	0.8608	NA	0	1.2171	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
k127_3471	2029	No terminal repeats	NA	2	11	0.8562	NA	0	1.7183	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
k127_5203	639	No terminal repeats	NA	2	11	0.8553	NA	1	1.4708	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
k127_922	265	No terminal repeats	NA	2	11	0.8514	NA	0	1.2587	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
k127_3481	473	No terminal repeats	NA	1	11	0.8507	NA	0	1.7183	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
k127_7364	5079	No terminal repeats	NA	3	11	0.8507	NA	0	1.7165	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
k127_10473	1736	No terminal repeats	NA	3	11	0.8481	NA	1	1.2498	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
k127_1891	237	No terminal repeats	NA	1	11	0.8476	NA	1	1.2129	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
k127_3396	591	No terminal repeats	NA	2	15	0.8455	NA	0	0.0000	Unclassified
k127_679	505	No terminal repeats	NA	1	11	0.8380	NA	0	1.1419	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
k127_8765	254	No terminal repeats	NA	1	11	0.8370	NA	0	1.1962	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
k127_6556	1348	No terminal repeats	NA	4	11	0.8356	NA	1	2.5308	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
k127_2943	2838	No terminal repeats	NA	3	11	0.8318	NA	1	3.9794	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
k127_8206	269	No terminal repeats	NA	1	11	0.8304	NA	0	1.0649	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
k127_8143	457	No terminal repeats	NA	1	11	0.8304	NA	0	1.3567	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
k127_6888	242	No terminal repeats	NA	1	11	0.8274	NA	1	1.4350	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
k127_8648	285	No terminal repeats	NA	2	11	0.8269	NA	1	1.5890	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
k127_358	231	No terminal repeats	NA	2	11	0.8269	NA	0	0.0000	Unclassified
k127_3744	454	No terminal repeats	NA	1	11	0.8268	NA	1	1.2802	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
k127_10305	480	No terminal repeats	NA	2	11	0.8260	NA	0	1.1003	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
k127_7573	294	No terminal repeats	NA	1	15	0.8256	NA	0	1.6879	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
k127_1444	300	No terminal repeats	NA	1	11	0.8253	NA	0	1.7149	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
k127_7985	474	No terminal repeats	NA	1	11	0.8251	NA	0	1.3694	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
k127_11072	243	No terminal repeats	NA	2	11	0.8246	NA	1	1.1773	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
k127_3153	1012	No terminal repeats	NA	1	11	0.8219	NA	0	0.0000	Unclassified
k127_9391	308	No terminal repeats	NA	1	11	0.8215	NA	1	1.3955	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
k127_9581	269	No terminal repeats	NA	2	11	0.8183	NA	0	1.1758	Unclassified
k127_3415	296	No terminal repeats	NA	1	11	0.8174	NA	1	1.3199	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
k127_8698	284	No terminal repeats	NA	2	11	0.8151	NA	0	0.0000	Unclassified
k127_8199	234	No terminal repeats	NA	1	11	0.8132	NA	0	1.4183	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
k127_3886	2005	No terminal repeats	NA	1	11	0.8128	NA	0	0.0000	Unclassified
k127_5691	1178	No terminal repeats	NA	1	11	0.8128	NA	0	0.0000	Unclassified
k127_7541	245	No terminal repeats	NA	2	11	0.8127	NA	0	1.2195	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
k127_8676	301	No terminal repeats	NA	1	11	0.8087	NA	0	1.4205	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
k127_3837	711	No terminal repeats	NA	2	11	0.8087	NA	0	2.4842	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
k127_9290	329	No terminal repeats	NA	1	11	0.8083	NA	1	1.3608	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
k127_4430	289	No terminal repeats	NA	1	11	0.8070	NA	0	1.4809	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
k127_4434	1290	No terminal repeats	NA	2	11	0.7998	NA	0	1.7183	Unclassified
k127_1091	226	No terminal repeats	NA	2	11	0.7956	NA	0	0.0000	Unclassified
k127_3871	300	No terminal repeats	NA	2	11	0.7945	NA	0	0.0000	Unclassified
k127_10047	583	No terminal repeats	NA	2	11	0.7942	NA	0	1.3399	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
k127_3703	301	No terminal repeats	NA	1	11	0.7936	NA	0	0.0000	Unclassified
k127_2530	244	No terminal repeats	NA	1	11	0.7917	NA	0	0.0000	Unclassified
k127_9663	254	No terminal repeats	NA	1	11	0.7885	NA	1	1.4944	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
k127_8354	1170	No terminal repeats	NA	1	11	0.7866	NA	0	1.7183	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
k127_3766	442	No terminal repeats	NA	1	11	0.7862	NA	0	0.0000	Unclassified
k127_10404	238	No terminal repeats	NA	2	11	0.7812	NA	0	0.0000	Unclassified
k127_4756	772	No terminal repeats	NA	2	11	0.7808	NA	0	0.0000	Unclassified
k127_1425	399	No terminal repeats	NA	1	11	0.7807	NA	0	0.9607	Unclassified
k127_10484	232	No terminal repeats	NA	1	11	0.7793	NA	0	0.0000	Unclassified
k127_4158	301	No terminal repeats	NA	1	11	0.7768	NA	0	0.0000	Unclassified
k127_11224	297	No terminal repeats	NA	1	11	0.7765	NA	0	0.0000	Unclassified
k127_5045	775	No terminal repeats	NA	1	11	0.7761	NA	0	0.0000	Unclassified
k127_9243	456	No terminal repeats	NA	1	11	0.7760	NA	0	0.0000	Unclassified
k127_2405	646	No terminal repeats	NA	1	11	0.7756	NA	0	0.0000	Unclassified
k127_7415	440	No terminal repeats	NA	1	15	0.7752	NA	0	0.0000	Unclassified
k127_11029	356	No terminal repeats	NA	1	11	0.7746	NA	0	0.0000	Unclassified
k127_3037	301	No terminal repeats	NA	1	11	0.7744	NA	0	0.0000	Unclassified
k127_9810	341	No terminal repeats	NA	2	11	0.7736	NA	0	0.0000	Unclassified
